,LEAVER,AGE,S0287,T0080,SALARY,T0329,T0333,T0159,T0165,EXPER,T0356,T0278,T0277,T0330
2819,0,1,0.0,0.0,0,0,0,1,1,8,1,3,6,4
2825,0,1,0.0,0.0,1,0,0,0,1,2,1,4,2,3
2829,0,1,0.0,0.0,1,0,0,0,0,2,1,15,8,4
2830,0,1,0.0,1.0,1,0,0,1,1,3,1,10,3,4
2833,0,0,1.0,1.0,0,0,0,0,1,27,1,5,25,3
2835,0,1,1.0,0.0,1,0,0,1,0,2,1,3,10,4
2846,0,0,1.0,1.0,0,0,0,0,1,23,1,3,5,4
2849,0,0,1.0,0.0,1,1,0,1,1,3,1,3,0,1
2850,0,1,0.0,0.0,1,0,0,1,1,4,1,0,8,4
2856,0,0,0.0,1.0,1,1,0,0,1,18,1,0,8,3
2867,0,0,1.0,1.0,0,0,0,0,0,31,1,20,5,4
2872,0,1,1.0,0.0,1,1,0,0,1,8,1,4,2,3
2876,0,1,0.0,1.0,1,0,1,1,1,4,1,3,10,3
2877,0,0,1.0,1.0,0,0,0,1,1,36,1,1,8,4
2878,0,0,0.0,0.0,0,1,1,0,0,28,1,15,2,1
2883,0,0,0.0,1.0,0,0,0,1,1,25,1,3,0,3
2885,0,0,1.0,0.0,0,0,0,1,1,26,1,10,0,3
2888,0,0,0.0,1.0,1,0,0,1,1,2,1,0,2,4
2895,0,1,1.0,0.0,0,1,0,0,1,15,1,7,3,3
2900,0,1,0.0,0.0,1,1,1,0,1,3,1,0,20,2
2910,0,0,0.0,,1,1,0,0,1,9,1,0,10,3
2914,0,1,0.0,0.0,1,0,0,0,1,1,1,0,4,3
2921,0,1,1.0,0.0,1,0,0,0,0,4,1,0,8,3
2922,0,1,0.0,0.0,1,0,0,1,1,3,1,15,21,2
2924,0,1,1.0,0.0,1,0,0,0,1,3,1,3,6,3
2927,0,1,0.0,0.0,1,0,0,0,0,1,1,8,15,4
2928,0,1,1.0,0.0,1,0,0,0,0,1,1,4,14,3
2941,0,0,1.0,1.0,0,1,1,1,0,28,1,10,10,3
2942,0,0,1.0,0.0,1,0,1,1,0,26,1,15,15,3
2943,0,1,1.0,1.0,1,1,0,1,1,2,1,5,0,1
2949,0,1,1.0,0.0,1,0,0,0,1,14,1,10,2,4
2951,0,0,0.0,0.0,0,1,1,1,1,17,1,41,6,1
2952,0,0,1.0,0.0,1,0,0,0,1,2,1,0,24,4
2955,0,1,1.0,0.0,1,1,1,1,1,5,1,10,30,2
2959,0,0,0.0,1.0,0,0,0,0,0,15,1,0,0,3
2962,0,0,1.0,0.0,1,0,0,1,0,28,1,7,10,4
2965,0,1,1.0,0.0,1,0,0,1,0,1,1,0,2,3
2966,0,0,0.0,1.0,1,1,0,1,0,15,1,2,7,2
2971,0,1,0.0,0.0,1,0,0,1,1,2,1,3,8,4
2977,0,1,0.0,0.0,1,0,0,1,0,2,1,1,5,4
2985,0,1,0.0,0.0,1,1,0,1,1,2,1,3,2,2
2992,0,1,0.0,0.0,1,0,0,0,1,4,1,4,8,4
2994,0,1,,0.0,0,0,0,0,1,1,1,0,2,4
3001,0,0,0.0,0.0,1,1,0,0,1,2,1,4,10,2
3005,0,1,0.0,0.0,1,0,1,0,0,13,1,3,4,2
3006,0,0,0.0,0.0,0,0,0,1,1,25,1,2,1,3
3007,0,1,1.0,0.0,1,0,0,0,0,2,1,0,5,4
3021,0,1,1.0,1.0,0,0,0,0,1,6,1,1,12,3
3024,0,1,0.0,0.0,1,0,0,1,1,3,1,6,15,4
3025,0,1,0.0,0.0,1,0,1,1,1,10,1,9,8,4
3028,0,1,0.0,1.0,1,1,0,1,1,6,1,3,0,2
3029,0,0,0.0,0.0,1,1,1,1,1,1,1,8,12,2
3034,0,1,1.0,0.0,0,1,0,1,0,11,1,4,5,2
3043,0,0,0.0,1.0,1,0,0,1,1,2,1,10,10,4
3046,0,1,0.0,1.0,0,0,0,0,0,9,1,2,5,4
3048,0,1,0.0,0.0,1,1,0,1,1,1,1,3,10,3
3059,0,1,,0.0,1,1,1,0,0,1,1,4,3,2
3063,0,0,0.0,0.0,0,0,0,1,1,36,1,2,6,4
3073,0,1,,0.0,1,1,0,0,0,4,1,2,6,2
3076,0,1,0.0,0.0,1,1,1,0,1,2,1,15,25,2
3080,0,1,1.0,0.0,0,1,0,0,0,12,1,3,5,2
3081,0,0,1.0,1.0,1,0,0,1,1,25,1,7,5,3
3083,0,0,0.0,0.0,1,0,1,1,1,8,1,3,0,3
3084,0,1,0.0,0.0,1,1,0,1,1,8,1,7,5,2
3087,0,0,1.0,1.0,1,0,0,0,1,28,1,11,10,3
3097,0,1,1.0,0.0,1,0,0,1,1,3,1,20,14,2
3101,0,1,0.0,0.0,1,0,0,1,1,2,1,2,6,3
3104,0,1,0.0,0.0,1,1,0,0,0,2,1,3,5,3
3105,0,1,0.0,0.0,1,0,0,0,1,2,1,3,6,3
3107,0,1,0.0,0.0,0,0,0,1,0,3,1,0,10,4
3112,0,0,0.0,1.0,0,0,0,0,1,25,1,10,2,4
3114,0,1,1.0,0.0,1,1,1,0,0,1,1,2,20,2
3115,0,1,,0.0,1,1,0,0,1,11,1,20,4,2
3120,0,1,0.0,0.0,1,1,0,0,0,2,1,0,8,3
3121,0,0,0.0,1.0,1,0,0,1,0,18,1,0,5,4
3123,0,1,0.0,0.0,1,0,0,1,1,2,1,6,10,2
3127,0,1,0.0,0.0,1,0,0,0,1,2,1,2,5,4
3133,0,1,0.0,1.0,1,0,0,1,1,3,1,2,5,4
3140,0,0,0.0,0.0,0,0,0,0,0,6,1,7,2,3
3147,0,0,1.0,0.0,1,1,0,1,1,24,1,6,4,3
3148,0,1,1.0,1.0,1,0,0,1,1,9,1,0,0,4
3151,0,0,1.0,0.0,0,1,1,0,0,26,1,3,12,2
3155,0,1,1.0,1.0,0,1,1,1,0,4,1,5,30,1
3156,0,1,1.0,0.0,1,1,0,0,1,1,1,5,3,4
3157,0,1,0.0,0.0,1,0,0,0,1,1,1,6,1,3
3159,0,1,0.0,0.0,1,0,1,0,1,2,1,2,1,4
3160,0,1,0.0,0.0,1,1,1,1,0,5,1,2,5,3
3173,0,0,1.0,1.0,1,1,0,1,1,6,1,0,2,1
3175,0,0,1.0,0.0,1,1,0,1,0,2,1,0,4,2
3183,0,1,0.0,1.0,0,0,0,1,1,4,1,1,15,4
3186,0,0,0.0,1.0,0,0,0,1,1,31,1,7,10,3
3189,0,0,1.0,0.0,1,1,0,0,1,7,1,10,10,2
3196,0,1,0.0,0.0,1,0,0,1,1,3,1,0,1,4
3201,0,0,1.0,1.0,0,1,1,1,1,6,1,18,20,1
3207,0,1,0.0,1.0,1,0,0,0,1,5,1,50,1,4
3210,0,1,1.0,1.0,1,0,0,1,1,2,1,5,13,3
3212,0,1,0.0,0.0,1,1,0,1,1,3,1,0,3,1
3215,0,1,0.0,0.0,1,1,0,1,1,5,1,8,3,3
3218,0,1,1.0,0.0,0,1,1,1,1,1,1,2,20,1
3219,0,1,1.0,1.0,0,0,0,0,0,4,1,15,1,3
3223,0,1,1.0,0.0,0,1,0,0,1,1,1,2,4,1
3231,0,0,0.0,1.0,1,0,0,0,1,3,1,5,2,3
3232,0,0,0.0,0.0,1,1,1,1,1,6,1,2,3,2
3236,0,0,0.0,0.0,1,1,0,0,1,3,1,5,5,2
3244,0,1,0.0,0.0,1,0,0,0,1,1,1,7,6,4
3249,0,1,0.0,0.0,1,1,1,0,1,3,1,10,5,1
3251,0,0,1.0,1.0,1,1,0,0,1,24,1,2,2,2
3253,0,1,1.0,1.0,0,1,0,0,0,10,1,30,2,2
3261,0,0,1.0,1.0,0,0,0,1,0,8,1,0,2,4
3265,0,1,1.0,0.0,1,0,1,0,1,10,1,6,20,3
3268,0,0,0.0,0.0,1,0,0,1,1,3,1,12,10,3
3269,0,0,0.0,0.0,0,0,0,1,1,29,1,0,2,4
3271,0,0,0.0,1.0,0,1,0,0,1,33,1,0,10,3
3276,0,0,0.0,0.0,0,1,0,0,1,22,1,0,10,2
3277,0,1,0.0,0.0,1,1,1,1,0,1,1,3,10,2
3279,0,1,1.0,1.0,0,1,1,0,1,7,1,30,8,1
3283,0,1,0.0,0.0,1,0,0,0,1,3,1,5,20,4
3286,0,0,1.0,0.0,1,1,1,0,1,3,1,6,10,2
3288,0,1,1.0,1.0,0,0,0,1,1,6,1,1,1,4
3293,0,1,,1.0,1,0,0,0,0,2,1,5,15,4
3294,0,1,0.0,0.0,1,0,1,1,1,2,1,2,2,3
3299,0,1,0.0,0.0,1,1,1,0,0,1,1,15,10,2
3301,0,1,,0.0,1,1,0,0,1,3,1,10,5,3
3304,0,1,,0.0,1,1,1,1,1,6,1,0,3,1
3320,0,1,0.0,0.0,1,0,0,0,1,3,1,0,0,4
3324,0,0,0.0,0.0,0,1,1,0,1,7,1,10,4,2
3329,0,0,1.0,1.0,0,1,0,0,0,16,1,7,4,1
3332,0,0,0.0,1.0,0,1,1,1,1,18,1,7,7,2
3335,0,0,0.0,0.0,1,1,1,0,1,7,1,30,10,2
3340,0,1,1.0,0.0,1,1,1,0,1,5,1,30,8,1
3343,0,1,,0.0,1,1,0,0,1,2,1,2,9,3
3344,0,1,1.0,0.0,1,1,1,0,0,1,1,30,35,2
3345,0,1,1.0,0.0,1,1,1,1,1,9,1,3,4,3
3346,0,0,1.0,1.0,0,0,1,0,0,27,1,5,5,3
3347,0,1,0.0,0.0,1,1,0,1,0,5,1,2,5,2
3349,0,0,0.0,0.0,0,0,0,0,1,9,1,0,15,4
3356,0,1,0.0,0.0,1,1,0,0,0,3,1,0,2,2
3373,0,1,0.0,0.0,1,1,0,1,1,7,1,2,4,1
3376,0,1,1.0,0.0,0,0,0,1,1,1,1,10,5,3
3378,0,1,1.0,0.0,1,0,0,1,1,3,1,2,10,2
3381,0,1,,0.0,1,1,0,0,0,3,1,5,15,2
3390,0,0,0.0,1.0,1,1,1,0,1,30,1,0,5,1
3395,0,1,0.0,0.0,1,1,0,0,1,1,1,2,11,2
3398,0,1,1.0,0.0,1,0,0,1,0,1,1,2,10,3
3410,0,0,1.0,1.0,0,0,0,0,1,26,1,4,25,3
3416,0,0,0.0,0.0,1,0,0,0,1,20,1,0,2,4
3418,0,0,0.0,0.0,0,0,0,0,0,28,1,4,10,3
3419,0,1,1.0,1.0,0,1,1,1,1,9,1,5,10,2
3425,0,1,1.0,0.0,0,1,0,1,1,3,1,8,0,2
3431,0,0,1.0,1.0,0,1,0,1,1,15,1,0,10,1
3432,0,0,0.0,1.0,1,0,0,0,0,26,1,12,10,3
3434,0,1,0.0,0.0,1,1,1,0,1,1,1,2,2,1
3435,0,1,0.0,0.0,1,0,0,1,1,3,1,0,1,3
3452,0,1,0.0,1.0,0,0,0,0,1,6,1,0,2,3
3456,0,0,0.0,0.0,1,0,0,0,1,5,1,4,25,3
3457,0,1,0.0,0.0,1,0,1,0,1,3,1,2,10,3
3458,0,0,0.0,0.0,0,1,0,1,1,10,1,0,14,3
3459,0,0,0.0,0.0,0,0,0,1,1,25,1,1,5,4
3462,0,0,0.0,1.0,0,0,0,0,1,26,1,25,15,3
3465,0,1,0.0,0.0,1,0,1,0,1,11,1,3,7,2
3469,0,0,0.0,1.0,0,1,1,1,1,14,1,2,10,2
3473,0,1,0.0,1.0,0,1,0,1,1,3,1,20,15,2
3478,0,1,0.0,1.0,0,0,0,1,1,5,1,0,4,4
3482,0,1,0.0,0.0,0,0,0,1,1,15,1,5,7,3
3487,0,0,0.0,1.0,0,0,0,1,1,25,1,0,3,4
3488,0,1,,1.0,0,1,0,1,1,11,1,15,5,2
3494,0,0,0.0,1.0,0,0,0,1,1,24,1,8,2,3
3498,0,1,0.0,0.0,1,0,0,0,1,8,1,5,10,4
3499,0,0,0.0,1.0,1,1,0,0,1,32,1,7,10,2
3505,0,0,0.0,,1,1,0,0,1,1,1,2,1,2
3506,0,0,0.0,0.0,0,0,0,1,1,17,1,3,10,4
3509,0,1,1.0,1.0,1,0,0,0,0,13,1,0,2,3
3511,0,0,1.0,0.0,1,0,0,0,1,9,1,0,1,3
3514,0,0,0.0,0.0,1,0,0,1,0,20,1,2,7,4
3517,0,0,0.0,1.0,1,0,0,0,0,23,1,4,6,4
3518,0,1,0.0,0.0,0,1,1,0,0,13,1,10,13,1
3519,0,0,0.0,1.0,1,0,0,0,1,3,1,4,15,3
3521,0,1,1.0,0.0,1,1,1,1,0,3,1,1,2,3
3522,0,1,1.0,0.0,0,0,0,0,0,5,1,15,8,4
3523,0,1,0.0,0.0,0,0,1,0,1,1,1,15,12,2
3527,0,1,1.0,0.0,1,1,1,0,1,2,1,8,5,1
3531,0,1,0.0,0.0,1,0,1,1,0,6,1,5,1,4
3536,0,1,0.0,0.0,1,0,0,1,0,1,1,2,0,4
3537,0,0,1.0,0.0,0,0,0,1,1,17,1,8,16,4
3540,0,0,,0.0,0,1,1,0,0,22,1,12,4,3
3543,0,1,1.0,1.0,0,0,0,0,1,1,1,5,7,4
3545,0,1,0.0,0.0,1,1,1,1,1,3,1,5,2,2
3546,0,0,1.0,1.0,0,1,0,0,1,22,1,6,3,2
3547,0,1,1.0,0.0,1,1,1,1,1,3,1,5,20,2
3548,0,0,0.0,,0,1,0,0,0,1,1,1,0,2
3559,0,1,0.0,0.0,1,0,0,1,1,2,1,10,1,4
3560,0,1,,1.0,1,0,0,1,1,1,1,4,8,4
3563,0,1,0.0,0.0,1,0,0,1,1,4,1,1,10,3
3566,0,0,0.0,0.0,0,0,0,0,0,17,1,0,2,3
3577,0,1,0.0,0.0,1,0,0,1,1,2,1,0,11,4
3584,0,0,0.0,1.0,0,0,0,1,1,21,1,0,0,4
3585,0,1,,0.0,0,0,1,0,1,2,1,8,15,2
3586,0,1,0.0,0.0,1,1,1,0,1,3,1,10,10,2
3587,0,1,0.0,0.0,0,0,1,1,1,2,1,8,10,3
3589,0,0,0.0,1.0,0,0,1,0,0,11,1,10,0,3
3592,0,0,1.0,1.0,0,0,0,0,1,29,1,3,4,2
3594,0,0,0.0,0.0,0,1,0,0,0,31,1,5,4,2
3595,0,0,0.0,0.0,0,0,0,0,0,28,1,8,12,3
3597,0,1,0.0,0.0,1,0,0,1,1,3,1,4,6,3
3598,0,1,0.0,0.0,1,1,0,1,1,5,1,11,10,2
3600,0,1,0.0,0.0,1,0,0,0,0,5,1,0,5,4
3608,0,0,0.0,0.0,0,0,0,1,0,19,1,2,2,3
3609,0,1,1.0,0.0,1,0,0,0,0,1,1,5,4,4
3611,0,1,0.0,0.0,1,0,1,1,1,1,1,15,13,3
3620,0,0,1.0,1.0,0,0,0,1,1,27,1,1,6,4
3623,0,1,0.0,0.0,1,1,1,0,0,4,1,10,2,1
3626,0,0,0.0,0.0,1,0,1,0,1,2,1,10,0,2
3628,0,1,1.0,1.0,1,1,0,0,1,3,1,4,17,3
3633,0,0,0.0,0.0,1,0,0,0,1,4,1,3,14,3
3634,0,0,0.0,1.0,0,1,0,1,1,25,1,0,10,3
3635,0,1,1.0,0.0,1,0,0,0,0,10,1,1,2,4
3636,0,1,0.0,0.0,1,1,0,1,1,3,1,24,4,2
3641,0,0,0.0,1.0,1,0,1,0,1,5,1,10,4,3
3644,0,1,1.0,0.0,1,1,0,0,0,1,1,8,5,2
3647,0,1,1.0,1.0,1,1,0,1,1,5,1,4,4,2
3648,0,1,0.0,0.0,1,1,1,0,1,2,1,3,21,2
3656,0,1,1.0,1.0,1,0,0,1,0,4,1,0,4,3
3662,0,0,0.0,0.0,0,0,0,1,1,26,1,0,5,4
3665,0,1,0.0,1.0,0,0,0,0,1,9,1,3,5,4
3666,0,0,0.0,0.0,0,0,0,0,1,21,1,0,3,4
3671,0,1,0.0,1.0,1,0,0,1,1,4,1,8,4,3
3672,0,0,1.0,1.0,0,0,0,0,0,21,1,5,5,4
3673,0,0,0.0,0.0,1,0,1,1,1,23,1,7,27,3
3676,0,0,0.0,0.0,1,0,1,1,1,2,1,2,4,3
3677,0,1,0.0,0.0,1,1,0,1,0,1,1,15,1,3
3679,0,1,0.0,1.0,1,1,1,0,0,12,1,2,0,2
3682,0,1,1.0,0.0,1,0,0,1,1,2,1,11,0,3
3688,0,1,0.0,1.0,0,1,1,0,0,11,1,0,8,1
3689,0,0,1.0,1.0,1,0,0,0,0,2,1,0,15,4
3695,0,1,0.0,1.0,1,1,1,0,0,1,1,0,1,2
3699,0,0,0.0,1.0,0,0,0,1,1,24,1,3,4,4
3700,0,1,1.0,1.0,1,0,0,1,1,2,1,2,10,4
3701,0,1,0.0,0.0,0,1,1,1,1,7,1,20,4,2
3705,0,1,0.0,0.0,1,0,0,1,0,1,1,15,20,3
3706,0,0,1.0,1.0,0,1,0,1,1,21,1,5,5,1
3709,0,1,0.0,0.0,1,1,0,0,0,3,1,20,10,2
3715,0,1,0.0,1.0,1,1,0,0,1,4,1,0,3,1
3718,0,1,0.0,,0,0,0,1,1,2,1,3,15,3
3721,0,1,1.0,0.0,1,1,0,0,0,1,1,0,7,2
3723,0,1,1.0,0.0,1,0,0,0,1,3,1,12,20,4
3728,0,1,1.0,0.0,0,1,0,0,0,2,1,8,6,1
3731,0,0,0.0,1.0,1,1,1,1,1,4,1,1,10,2
3738,0,1,0.0,0.0,1,0,0,1,1,2,1,3,10,4
3740,0,0,,,0,0,0,1,1,12,1,1,20,3
3742,0,1,0.0,0.0,1,1,1,0,1,5,1,15,3,1
3743,0,1,0.0,0.0,1,1,1,0,1,1,1,8,3,2
3744,0,1,1.0,0.0,1,1,0,1,0,5,1,10,10,2
3746,0,1,1.0,0.0,1,0,1,0,1,1,1,7,5,3
3758,0,0,,1.0,0,0,0,0,1,12,1,0,0,3
3762,0,0,0.0,0.0,0,0,0,0,1,35,1,30,5,3
3763,0,0,1.0,1.0,0,0,0,1,1,20,1,3,10,4
3764,0,0,1.0,0.0,1,0,0,0,1,8,1,4,4,4
3773,0,0,1.0,1.0,0,0,0,1,1,25,1,8,7,3
3776,0,0,1.0,0.0,0,0,0,0,1,32,1,0,1,4
3777,0,0,0.0,0.0,0,0,1,1,1,14,1,5,5,3
3778,0,1,0.0,0.0,0,0,1,0,0,12,1,0,5,4
3779,0,1,1.0,1.0,0,0,0,0,1,12,1,0,0,3
3781,0,1,0.0,0.0,1,1,0,0,0,3,1,0,0,2
3782,0,0,0.0,1.0,1,0,0,1,1,8,1,0,3,4
3783,0,1,1.0,0.0,1,0,0,1,1,2,1,1,4,4
3793,0,1,1.0,0.0,1,0,0,0,0,10,1,6,3,3
3796,0,1,0.0,0.0,1,0,0,0,1,8,1,0,4,4
3800,0,0,1.0,1.0,0,0,0,0,0,36,1,5,5,3
3801,0,0,1.0,0.0,0,1,0,1,1,23,1,14,17,2
3811,0,0,1.0,1.0,0,0,0,0,1,17,1,0,3,3
3813,0,1,0.0,0.0,1,0,0,1,1,1,1,3,15,4
3816,0,0,1.0,1.0,1,0,0,1,1,7,1,15,8,3
3822,0,1,1.0,0.0,1,1,0,1,1,2,1,5,12,2
3825,0,1,,1.0,0,0,0,1,0,4,1,2,10,3
