,LEAVER,AGE,S0287,T0080,SALARY,T0329,T0333,T0159,T0165,EXPER,T0356,T0278,T0277,T0330
1,1,1,1.0,0.0,1,1,1,1,1,4,1,5,5,1
3,1,0,0.0,1.0,1,1,0,1,1,2,1,50,22,2
5,1,0,1.0,1.0,0,0,1,0,1,8,1,0,0,3
6,1,0,1.0,1.0,0,1,1,1,1,7,1,6,7,1
9,1,1,1.0,0.0,1,0,0,0,0,3,1,0,6,3
26,1,0,0.0,1.0,0,0,1,0,1,13,1,15,3,3
28,1,0,1.0,1.0,0,1,0,0,0,35,1,8,5,2
30,1,1,1.0,0.0,1,0,0,1,1,1,1,0,12,4
31,1,0,1.0,0.0,0,1,0,0,0,31,1,19,10,2
33,1,1,0.0,0.0,1,0,0,0,0,7,1,10,3,4
34,1,0,0.0,1.0,1,0,1,1,0,14,1,10,2,3
46,1,0,0.0,1.0,0,0,1,0,0,33,1,15,5,2
49,1,0,0.0,1.0,0,1,0,1,0,30,1,0,3,2
50,1,0,,0.0,1,1,0,0,1,26,1,0,10,2
52,1,0,0.0,1.0,0,1,1,1,1,34,1,3,10,3
55,1,0,1.0,1.0,0,0,0,0,1,35,1,10,2,3
56,1,1,0.0,1.0,0,1,0,1,1,13,1,3,5,2
58,1,1,0.0,,1,0,0,0,0,4,1,0,12,4
59,1,0,0.0,1.0,0,0,0,1,1,18,1,10,2,3
60,1,0,1.0,1.0,0,0,0,0,1,35,1,0,5,3
63,1,0,1.0,1.0,0,0,0,0,1,33,1,1,5,2
65,1,0,0.0,0.0,1,0,0,0,0,3,1,1,0,4
67,1,0,1.0,1.0,0,0,0,1,0,32,1,2,14,4
68,1,0,1.0,1.0,0,0,0,0,0,26,1,2,0,4
69,1,0,0.0,1.0,0,1,0,1,0,31,1,7,0,2
77,1,0,0.0,1.0,0,0,0,1,1,18,1,4,5,4
79,1,0,1.0,1.0,0,0,0,0,0,32,1,3,1,3
80,1,0,0.0,0.0,0,1,0,0,0,40,1,0,15,3
81,1,0,0.0,1.0,0,0,0,1,0,32,1,9,5,3
86,1,0,0.0,1.0,1,0,0,0,1,33,1,0,3,4
90,1,0,0.0,1.0,0,0,0,0,0,27,1,1,10,4
91,1,0,1.0,1.0,0,1,1,0,0,19,1,4,5,2
93,1,0,1.0,1.0,0,1,0,0,1,37,1,10,8,3
95,1,0,,1.0,0,0,0,1,0,27,1,1,12,3
97,1,0,1.0,1.0,0,1,1,0,1,31,1,10,3,1
99,1,0,0.0,0.0,1,0,0,0,0,26,1,0,20,3
106,1,0,1.0,0.0,0,0,0,0,1,30,1,7,4,4
108,1,0,0.0,0.0,1,1,0,0,1,7,1,4,5,2
110,1,0,0.0,0.0,0,1,0,0,0,33,1,10,0,2
113,1,0,0.0,1.0,0,0,0,0,0,38,1,5,15,4
114,1,1,0.0,0.0,1,0,0,1,1,3,1,0,25,3
117,1,0,1.0,1.0,0,0,0,0,1,35,1,5,8,3
118,1,0,1.0,1.0,0,0,0,0,1,34,1,2,4,3
123,1,0,0.0,1.0,0,0,0,1,1,36,1,1,19,4
126,1,0,0.0,1.0,0,0,0,1,0,37,1,1,1,3
127,1,0,0.0,1.0,0,1,1,0,0,33,1,30,15,2
129,1,0,0.0,0.0,0,1,1,0,0,4,1,6,7,1
133,1,1,0.0,1.0,1,1,1,1,1,5,1,19,10,2
138,1,0,1.0,1.0,0,0,1,0,0,6,1,12,10,1
143,1,0,1.0,0.0,0,0,0,1,0,35,1,0,6,3
152,1,0,1.0,1.0,0,1,0,1,0,29,1,5,10,2
156,1,0,0.0,0.0,1,0,0,1,1,3,1,12,2,4
157,1,0,1.0,0.0,0,1,1,0,1,30,1,5,16,2
158,1,1,1.0,1.0,1,1,0,0,0,11,1,3,3,1
163,1,0,1.0,1.0,0,1,1,1,1,30,1,5,10,1
167,1,0,0.0,0.0,0,0,0,1,1,30,1,3,5,4
169,1,0,1.0,1.0,1,0,0,0,0,20,1,0,9,4
170,1,0,0.0,1.0,1,0,1,0,1,33,1,5,3,3
171,1,1,1.0,1.0,0,1,1,1,1,12,1,4,10,1
172,1,1,,1.0,1,1,0,0,0,1,1,5,15,2
173,1,0,1.0,1.0,0,1,1,0,0,30,1,10,3,2
177,1,0,0.0,0.0,0,0,0,0,0,33,1,25,10,3
178,1,0,0.0,,1,0,0,0,0,2,1,0,2,4
180,1,0,1.0,1.0,0,1,1,0,1,33,1,0,10,2
181,1,0,1.0,1.0,0,0,0,0,1,30,1,6,10,4
184,1,0,0.0,1.0,0,1,1,1,0,34,1,5,10,1
188,1,0,1.0,0.0,0,0,0,1,0,35,1,0,4,4
197,1,0,1.0,1.0,0,1,0,0,0,31,1,5,3,2
198,1,0,1.0,1.0,0,1,0,0,1,27,1,4,14,3
200,1,0,0.0,0.0,1,0,0,0,0,2,1,1,10,3
204,1,1,0.0,,0,0,1,0,1,1,1,4,1,3
212,1,0,0.0,1.0,0,1,1,0,1,38,1,11,11,3
214,1,1,0.0,1.0,0,1,0,0,1,10,1,2,10,2
218,1,1,0.0,0.0,1,0,0,1,1,1,1,2,3,4
219,1,0,0.0,0.0,0,0,0,0,0,40,1,6,3,3
221,1,1,0.0,0.0,1,1,1,0,1,5,1,33,12,1
222,1,0,0.0,,1,1,1,1,1,4,1,4,7,1
223,1,1,1.0,1.0,0,0,0,1,1,10,1,4,2,3
224,1,0,1.0,0.0,0,0,0,1,0,33,1,5,5,3
226,1,0,0.0,1.0,0,0,0,0,1,26,1,0,5,4
227,1,0,0.0,1.0,1,1,1,0,1,4,1,5,4,3
228,1,1,0.0,0.0,1,0,0,0,1,7,1,0,0,4
232,1,0,0.0,0.0,1,0,0,1,0,33,1,0,18,3
234,1,1,0.0,0.0,1,1,0,0,0,12,1,0,6,2
235,1,1,0.0,0.0,1,0,0,0,1,1,1,4,2,4
246,1,0,0.0,1.0,0,1,0,0,0,40,1,6,22,2
248,1,0,0.0,0.0,1,0,1,0,1,19,1,0,6,3
249,1,0,0.0,1.0,1,0,1,0,0,10,1,2,2,1
252,1,0,1.0,0.0,0,1,1,0,1,30,1,3,5,2
258,1,1,1.0,0.0,1,1,0,1,0,1,1,2,5,3
259,1,0,0.0,0.0,0,1,1,1,1,34,1,25,8,1
260,1,0,0.0,1.0,0,1,0,0,0,32,1,3,4,2
262,1,0,1.0,0.0,0,1,1,1,0,1,1,2,3,2
266,1,0,1.0,1.0,0,1,0,1,1,26,1,8,3,2
267,1,0,0.0,1.0,1,1,1,0,0,5,1,2,10,2
271,1,1,0.0,1.0,1,0,0,1,1,8,1,4,10,3
273,1,0,0.0,1.0,0,1,1,0,1,33,1,11,15,1
278,1,0,1.0,1.0,1,0,1,1,0,33,1,10,2,3
279,1,0,,1.0,0,0,0,1,1,24,1,5,7,3
281,1,0,0.0,0.0,1,0,0,0,0,9,1,3,5,4
287,1,1,0.0,0.0,1,0,1,1,1,1,1,2,4,3
288,1,1,1.0,1.0,1,1,0,0,1,10,1,2,1,2
289,1,0,1.0,1.0,0,0,0,1,1,37,1,2,2,3
293,1,1,0.0,1.0,0,0,0,0,1,10,1,5,6,3
297,1,0,,0.0,0,0,0,0,0,34,1,30,6,4
301,1,0,1.0,1.0,0,0,0,0,0,31,1,5,7,4
308,1,0,1.0,1.0,0,1,0,0,1,18,1,5,2,2
309,1,0,,0.0,1,0,0,0,0,25,1,10,6,3
311,1,0,1.0,1.0,0,0,0,1,1,15,1,2,15,3
316,1,1,0.0,0.0,1,0,0,1,1,4,1,0,9,4
317,1,1,0.0,1.0,0,0,0,0,0,4,1,1,4,3
320,1,0,1.0,0.0,1,1,0,1,1,33,1,0,5,3
321,1,0,0.0,1.0,0,1,0,0,0,34,1,2,3,3
322,1,1,0.0,0.0,1,0,0,0,1,6,1,3,4,3
323,1,1,0.0,0.0,1,0,1,0,0,6,1,15,10,3
324,1,0,0.0,1.0,1,0,0,1,1,35,1,0,8,4
325,1,0,0.0,0.0,0,1,0,1,1,23,1,0,0,3
327,1,0,1.0,1.0,0,0,0,1,1,32,1,12,5,3
332,1,0,0.0,1.0,0,0,0,0,1,34,1,4,10,4
333,1,0,0.0,1.0,0,0,0,1,1,38,1,10,0,4
335,1,1,1.0,1.0,0,1,0,1,1,8,1,4,15,1
336,1,0,0.0,0.0,0,0,0,1,1,31,1,2,2,4
338,1,0,1.0,1.0,0,1,0,0,1,22,1,0,0,2
345,1,0,0.0,1.0,0,0,1,1,1,28,1,6,3,3
349,1,0,1.0,1.0,0,1,0,0,0,31,1,3,3,1
350,1,1,0.0,0.0,0,1,0,1,0,1,1,8,0,4
358,1,1,0.0,0.0,1,1,0,0,1,6,1,1,10,1
370,1,0,0.0,1.0,1,0,0,1,1,9,1,1,10,3
376,1,0,0.0,0.0,1,0,1,0,1,5,1,20,0,4
388,1,0,,1.0,0,0,0,1,1,22,1,5,15,3
390,1,0,1.0,0.0,1,0,0,1,1,15,1,0,2,2
406,1,1,1.0,1.0,0,1,1,1,1,11,1,4,10,2
413,1,1,1.0,1.0,1,0,0,0,1,5,1,0,8,4
414,1,1,0.0,0.0,1,1,1,1,1,6,1,12,3,1
416,1,1,1.0,0.0,1,1,1,1,0,1,1,6,3,1
417,1,0,1.0,1.0,0,0,0,0,1,31,1,15,10,3
419,1,1,0.0,0.0,0,0,0,0,0,3,1,1,3,3
425,1,0,0.0,1.0,0,1,1,0,0,29,1,5,0,1
426,1,0,0.0,0.0,1,1,1,0,0,12,1,10,0,1
427,1,1,0.0,1.0,1,0,1,0,1,1,1,0,12,2
428,1,0,0.0,1.0,0,1,1,0,0,32,1,0,2,1
429,1,0,0.0,0.0,1,1,0,0,1,18,1,5,10,3
432,1,0,,0.0,0,0,0,0,0,24,1,1,0,4
433,1,1,0.0,0.0,1,0,0,1,1,6,1,4,5,3
434,1,1,1.0,0.0,0,1,0,0,1,10,1,3,6,2
435,1,0,0.0,1.0,0,1,1,1,1,33,1,5,10,2
436,1,0,0.0,1.0,1,0,0,0,1,35,1,20,2,3
437,1,0,1.0,1.0,0,0,0,1,1,16,1,1,3,3
438,1,0,0.0,1.0,1,0,0,0,1,6,1,2,4,3
445,1,1,1.0,0.0,1,1,1,0,1,3,1,17,8,2
446,1,0,1.0,1.0,0,1,0,0,1,31,1,4,4,1
453,1,0,0.0,1.0,1,0,0,1,0,1,1,5,6,2
456,1,0,,1.0,0,0,0,0,0,34,1,3,18,4
457,1,0,0.0,1.0,0,0,0,1,1,35,1,2,16,3
459,1,1,1.0,0.0,1,1,0,0,1,2,1,2,6,2
462,1,0,1.0,1.0,0,1,0,0,1,39,1,0,7,2
463,1,0,0.0,0.0,0,1,0,0,1,33,1,4,1,2
474,1,1,,,1,0,1,0,1,1,1,1,2,3
475,1,0,1.0,1.0,1,0,0,0,1,32,1,10,4,3
476,1,0,1.0,1.0,0,1,0,1,1,40,1,3,2,3
481,1,0,0.0,1.0,0,0,0,1,1,29,1,2,5,3
485,1,1,1.0,0.0,1,1,0,0,1,3,1,3,4,2
486,1,0,1.0,1.0,0,1,0,1,1,16,1,25,7,3
489,1,1,0.0,1.0,1,0,0,0,1,4,1,5,10,4
496,1,0,0.0,1.0,1,1,0,1,0,19,1,2,0,3
500,1,1,1.0,0.0,1,0,0,1,1,1,1,0,2,4
501,1,0,,1.0,0,1,1,0,0,34,1,6,5,3
503,1,0,1.0,1.0,0,1,1,1,1,32,1,0,2,2
504,1,0,0.0,0.0,0,1,1,1,1,24,1,5,5,2
505,1,0,1.0,1.0,0,1,0,1,1,31,1,10,5,2
506,1,0,1.0,0.0,0,0,1,0,0,35,1,25,5,3
508,1,1,0.0,1.0,0,1,0,1,1,5,1,3,4,3
511,1,0,0.0,0.0,0,0,0,0,1,37,1,0,12,3
512,1,0,0.0,1.0,0,1,1,0,1,40,1,14,7,1
516,1,1,0.0,1.0,1,1,0,1,0,7,1,15,10,2
518,1,1,0.0,0.0,1,0,0,1,1,2,1,0,6,4
521,1,0,1.0,0.0,0,1,0,1,0,29,1,16,8,3
523,1,1,0.0,0.0,1,0,0,1,1,5,1,5,15,3
525,1,0,0.0,1.0,0,0,0,0,0,33,1,4,8,3
526,1,0,1.0,0.0,1,1,1,0,0,3,1,5,10,1
529,1,1,0.0,0.0,1,1,0,1,0,4,1,10,10,1
532,1,0,1.0,1.0,0,1,0,0,1,31,1,2,0,3
534,1,0,0.0,0.0,1,1,0,1,0,3,1,5,14,2
539,1,0,1.0,1.0,0,0,0,0,0,10,1,2,5,3
541,1,0,1.0,1.0,0,1,0,0,1,27,1,3,20,2
545,1,0,1.0,1.0,0,0,0,1,0,32,1,4,5,4
549,1,0,0.0,0.0,1,0,1,0,0,33,1,0,3,3
557,1,0,,1.0,0,0,0,0,0,33,1,21,8,3
559,1,0,1.0,0.0,1,0,0,1,0,35,1,3,5,3
565,1,0,1.0,1.0,0,0,0,0,1,31,1,10,7,3
568,1,0,1.0,1.0,0,1,0,0,0,35,1,4,4,3
570,1,1,,0.0,1,0,0,0,1,4,1,2,2,4
573,1,0,1.0,1.0,0,0,0,0,1,5,1,10,5,4
574,1,1,1.0,1.0,0,0,0,1,1,2,1,11,3,3
579,1,0,1.0,0.0,1,1,0,1,1,34,1,15,5,3
580,1,1,0.0,1.0,0,0,0,1,1,10,1,5,2,3
581,1,0,0.0,0.0,0,1,1,0,0,29,1,20,5,2
583,1,0,0.0,0.0,1,1,0,0,1,30,1,0,7,3
586,1,0,0.0,1.0,0,1,1,1,1,31,1,8,2,2
587,1,0,1.0,1.0,0,0,1,1,0,17,1,3,6,2
595,1,0,0.0,0.0,0,0,0,1,1,28,1,2,6,3
596,1,0,,,1,0,1,1,1,4,1,2,5,2
597,1,0,0.0,0.0,0,0,0,0,0,30,1,0,6,4
600,1,1,0.0,0.0,1,0,1,1,0,2,1,8,5,4
601,1,1,,,1,1,1,0,1,2,1,3,2,1
602,1,0,0.0,0.0,0,0,0,0,1,34,1,11,6,3
604,1,0,0.0,0.0,1,1,1,1,1,21,1,9,10,2
605,1,1,0.0,1.0,0,1,1,0,1,2,1,2,4,1
606,1,1,0.0,0.0,1,0,0,1,1,2,1,5,10,4
607,1,0,1.0,0.0,1,1,0,0,1,24,1,12,15,1
608,1,1,0.0,0.0,0,1,1,0,0,3,1,15,10,2
609,1,0,0.0,1.0,0,0,1,1,1,13,1,18,6,3
610,1,0,1.0,0.0,1,0,0,0,1,23,1,3,4,4
613,1,0,0.0,1.0,0,1,1,1,1,28,1,16,20,2
617,1,0,1.0,0.0,0,1,0,0,1,36,1,1,4,3
620,1,1,0.0,0.0,1,0,0,1,0,1,1,0,8,4
626,1,0,0.0,1.0,0,0,0,1,1,29,1,3,2,3
627,1,0,0.0,0.0,0,1,1,1,0,38,1,10,0,2
630,1,0,0.0,1.0,1,0,1,1,0,4,1,0,15,3
632,1,0,,1.0,0,1,0,0,0,33,1,6,3,2
635,1,0,0.0,1.0,0,1,1,0,1,31,1,20,20,2
636,1,0,0.0,1.0,0,1,0,0,0,25,1,2,4,3
639,1,0,1.0,1.0,0,0,0,1,1,21,1,0,21,3
648,1,0,0.0,1.0,1,0,0,1,1,26,1,10,12,3
650,1,0,0.0,0.0,1,1,0,1,1,29,1,7,5,3
654,1,0,1.0,0.0,0,1,1,0,1,30,1,3,0,2
656,1,0,,0.0,0,0,0,0,1,38,1,0,2,3
663,1,0,1.0,,0,0,0,1,1,38,1,3,2,3
668,1,0,0.0,1.0,0,1,0,0,1,29,1,1,0,2
670,1,0,0.0,0.0,0,0,0,1,0,29,1,4,2,3
678,1,0,1.0,0.0,0,0,0,1,0,38,1,10,0,4
683,1,1,0.0,0.0,1,1,0,0,1,8,1,2,12,1
684,1,0,0.0,1.0,0,1,0,1,1,39,1,30,1,2
685,1,0,0.0,0.0,0,1,1,0,1,31,1,1,6,2
686,1,0,0.0,1.0,0,1,0,0,1,36,1,5,23,2
690,1,0,1.0,1.0,0,0,0,0,1,33,1,5,4,3
693,1,0,0.0,1.0,0,0,1,0,0,33,1,5,10,3
698,1,0,0.0,0.0,1,0,0,0,0,20,1,2,2,3
699,1,1,,0.0,0,0,0,1,1,7,1,2,0,4
702,1,0,,0.0,0,0,0,0,0,35,1,0,5,3
703,1,0,1.0,1.0,0,1,0,0,0,33,1,2,10,3
705,1,1,0.0,1.0,1,0,0,0,0,5,1,5,1,3
706,1,1,0.0,0.0,1,1,0,0,0,7,1,1,2,2
708,1,1,0.0,0.0,1,1,1,0,1,5,1,0,0,1
711,1,0,0.0,0.0,1,1,0,1,1,39,1,0,15,3
713,1,0,1.0,0.0,0,1,0,0,1,32,1,10,10,1
716,1,0,1.0,1.0,0,1,0,0,0,32,1,4,10,2
720,1,0,,0.0,1,0,0,1,0,3,1,0,2,4
724,1,1,1.0,1.0,0,1,1,0,1,11,1,8,8,2
728,1,0,0.0,1.0,0,0,0,1,0,34,1,0,11,3
730,1,0,0.0,0.0,0,1,1,0,0,33,1,10,4,1
731,1,0,0.0,0.0,0,1,1,0,1,36,1,10,0,4
732,1,0,0.0,1.0,0,0,0,0,1,25,1,5,8,3
736,1,0,0.0,0.0,0,0,0,0,1,31,1,10,15,3
738,1,0,1.0,1.0,0,1,0,0,0,28,1,0,0,2
746,1,0,1.0,1.0,1,1,1,0,0,3,1,4,4,1
747,1,0,,0.0,1,0,0,0,0,33,1,4,5,3
749,1,1,0.0,0.0,1,0,0,0,0,2,1,1,6,3
751,1,0,1.0,1.0,0,1,0,0,0,34,1,3,4,2
752,1,1,,1.0,0,0,1,1,1,6,1,20,4,2
753,1,0,,1.0,1,0,1,0,1,3,1,20,20,3
757,1,0,0.0,1.0,0,0,0,0,0,34,1,15,0,3
760,1,1,1.0,1.0,0,0,0,0,1,8,1,0,20,4
763,1,0,0.0,1.0,0,1,1,0,1,13,1,3,1,2
766,1,0,0.0,0.0,1,0,0,1,0,10,1,18,2,3
771,1,0,0.0,1.0,1,0,0,1,1,2,1,10,5,4
773,1,0,0.0,0.0,0,1,1,0,1,20,1,0,10,2
778,1,0,0.0,1.0,0,0,0,1,1,20,1,0,2,4
786,1,0,0.0,0.0,1,1,1,0,0,2,1,1,0,1
787,1,0,0.0,1.0,0,1,1,0,1,32,1,5,22,2
794,1,0,1.0,1.0,0,0,0,1,1,12,1,5,10,2
797,1,1,0.0,0.0,1,0,0,0,1,6,1,0,6,4
799,1,1,0.0,0.0,1,1,0,1,1,7,1,0,16,3
801,1,0,0.0,0.0,1,0,0,0,0,9,1,0,5,4
802,1,0,0.0,1.0,0,0,0,1,1,23,1,3,4,4
804,1,1,,0.0,1,0,1,0,1,1,1,6,20,2
807,1,0,0.0,0.0,0,0,0,0,1,23,1,3,6,4
808,1,1,1.0,1.0,0,0,0,1,0,11,1,8,14,3
809,1,1,0.0,0.0,1,1,0,0,0,1,1,12,8,3
810,1,0,1.0,0.0,1,1,0,0,0,27,1,0,12,2
811,1,0,0.0,1.0,1,0,0,0,1,40,1,3,10,3
812,1,1,0.0,1.0,0,1,0,0,1,11,1,0,5,2
818,1,0,1.0,0.0,1,1,0,0,0,21,1,2,15,2
819,1,0,1.0,0.0,1,0,0,1,1,29,1,5,2,3
821,1,0,0.0,0.0,0,0,0,0,0,32,1,0,0,4
823,1,0,0.0,0.0,0,0,1,0,0,15,1,0,7,3
825,1,0,,1.0,1,1,1,0,0,8,1,5,7,1
826,1,0,,0.0,0,1,1,0,1,38,1,8,1,2
828,1,1,0.0,0.0,0,0,0,1,1,5,1,0,12,4
833,1,1,0.0,0.0,1,0,0,1,1,2,1,1,10,3
838,1,0,0.0,0.0,0,1,0,1,0,32,1,0,2,2
839,1,1,1.0,0.0,1,1,0,0,0,4,1,2,10,1
841,1,1,0.0,0.0,1,0,0,0,1,12,1,10,4,3
842,1,0,0.0,0.0,0,0,1,1,0,32,1,10,5,2
843,1,0,1.0,0.0,0,0,0,1,0,21,1,10,2,4
850,1,0,0.0,1.0,0,0,0,0,1,24,1,0,0,4
855,1,0,0.0,1.0,0,0,1,0,1,38,1,50,10,4
858,1,0,1.0,1.0,0,1,0,1,1,23,1,8,9,2
860,1,1,1.0,0.0,0,0,0,0,1,2,1,2,15,3
862,1,1,1.0,1.0,1,1,0,1,1,6,1,9,25,2
864,1,0,0.0,0.0,0,0,0,1,1,7,1,0,15,4
871,1,1,0.0,0.0,1,0,0,1,1,8,1,5,12,4
874,1,0,,1.0,0,1,1,0,1,34,1,4,20,2
883,1,0,,1.0,0,1,0,0,1,37,1,3,8,1
886,1,1,0.0,0.0,1,0,0,1,1,4,1,18,10,3
887,1,1,0.0,1.0,0,1,0,1,1,6,1,2,7,2
891,1,1,0.0,0.0,1,0,1,0,0,2,1,10,8,3
894,1,1,0.0,0.0,1,1,0,0,1,6,1,3,3,1
906,1,1,0.0,0.0,1,1,1,0,0,2,1,3,0,1
909,1,0,1.0,1.0,0,1,0,0,0,18,1,5,5,2
910,1,1,1.0,0.0,0,1,1,0,1,6,1,11,8,2
911,1,1,1.0,,1,1,1,1,1,2,1,2,0,1
915,1,0,0.0,1.0,0,1,0,0,0,34,1,7,2,1
919,1,0,1.0,1.0,0,1,0,1,1,30,1,12,10,1
920,1,0,0.0,0.0,1,0,0,1,1,33,1,0,5,4
922,1,0,1.0,0.0,0,0,1,0,1,1,1,3,5,3
929,1,0,,1.0,0,0,0,0,0,32,1,0,1,3
932,1,0,0.0,1.0,1,1,1,1,1,31,1,7,3,3
938,1,1,0.0,0.0,1,0,0,1,1,10,1,10,20,3
944,1,1,1.0,0.0,1,0,0,1,0,4,1,3,3,3
945,1,0,1.0,1.0,0,1,0,0,1,31,1,2,6,2
947,1,1,0.0,0.0,1,0,0,1,0,2,1,12,7,3
949,1,0,1.0,1.0,0,1,1,0,1,29,1,7,2,2
955,1,1,0.0,1.0,0,1,1,1,1,14,1,8,6,2
963,1,1,0.0,1.0,1,1,1,0,0,10,1,0,4,2
964,1,0,1.0,1.0,1,0,0,0,0,36,1,5,5,3
967,1,1,0.0,1.0,1,0,0,0,0,8,1,0,1,4
975,1,0,1.0,0.0,1,1,1,0,0,27,1,9,5,1
978,1,1,0.0,1.0,1,1,0,0,1,14,1,25,2,4
980,1,0,0.0,0.0,1,0,0,1,1,4,1,1,0,4
984,1,0,0.0,1.0,1,1,1,1,1,4,1,20,10,2
985,1,0,1.0,0.0,1,0,0,1,0,1,1,0,10,4
994,1,0,0.0,0.0,0,0,0,0,0,43,1,6,1,3
998,1,0,0.0,0.0,0,0,1,1,1,1,1,3,0,3
1000,1,1,1.0,1.0,1,0,0,0,1,7,1,25,3,3
1001,1,0,0.0,1.0,1,1,1,0,1,32,1,0,12,2
1002,1,1,0.0,0.0,1,0,0,0,0,2,1,12,0,4
1008,1,0,1.0,0.0,0,1,1,1,0,34,1,3,20,1
1015,1,0,,0.0,1,0,1,0,0,3,1,5,4,4
1016,1,0,0.0,1.0,1,0,0,1,1,3,1,0,2,4
1020,1,0,0.0,1.0,1,0,0,0,0,37,1,0,5,4
1022,1,0,1.0,1.0,0,1,0,0,0,23,1,40,5,3
1026,1,1,0.0,0.0,1,0,1,0,0,4,1,4,10,3
1029,1,0,1.0,0.0,0,1,0,1,1,24,1,5,10,2
1031,1,0,1.0,0.0,0,1,1,1,0,20,1,4,20,2
1033,1,0,1.0,1.0,1,1,0,0,1,37,1,0,8,3
1034,1,1,1.0,0.0,1,1,0,0,1,6,1,6,3,2
1037,1,0,0.0,1.0,0,0,1,0,0,32,1,3,11,3
1040,1,1,0.0,1.0,1,0,1,1,1,3,1,20,0,3
1043,1,0,0.0,1.0,0,0,0,1,0,30,1,14,15,3
1047,1,0,0.0,1.0,0,0,0,0,1,30,1,17,3,3
1052,1,0,0.0,1.0,1,1,1,1,1,7,1,0,10,1
1053,1,1,1.0,1.0,0,1,1,0,0,7,1,90,15,1
1054,1,0,1.0,0.0,1,1,0,1,1,13,1,3,20,1
1055,1,0,1.0,1.0,0,1,0,0,0,34,1,8,12,3
1058,1,1,1.0,0.0,1,0,0,0,0,1,1,10,8,3
1060,1,0,1.0,0.0,0,1,1,1,1,22,1,6,17,2
1065,1,0,1.0,1.0,0,0,0,0,0,31,1,8,10,4
1066,1,0,1.0,1.0,0,1,1,0,1,32,1,5,5,3
1069,1,1,,0.0,1,0,0,0,1,10,1,3,3,3
1074,1,0,0.0,1.0,0,0,0,1,0,32,1,2,16,3
1075,1,1,0.0,0.0,1,0,0,1,0,3,1,1,7,4
1085,1,0,,0.0,1,0,0,0,0,16,1,0,0,4
1088,1,1,0.0,0.0,0,1,0,0,0,1,1,0,0,3
1090,1,0,0.0,1.0,1,0,0,0,1,35,1,5,10,3
1094,1,0,1.0,1.0,0,0,0,1,1,33,1,0,2,3
1095,1,1,0.0,1.0,1,0,0,1,1,5,1,1,9,3
1111,1,1,1.0,0.0,1,0,0,0,1,1,1,10,15,3
1112,1,0,0.0,0.0,0,0,1,0,1,31,1,11,10,3
1113,1,0,0.0,1.0,0,1,1,0,0,36,1,0,8,2
1117,1,0,1.0,1.0,0,1,1,0,0,32,1,10,3,2
1118,1,0,1.0,1.0,0,0,0,0,1,14,1,2,8,3
1119,1,0,0.0,1.0,0,1,1,1,1,34,1,15,5,2
1123,1,1,0.0,0.0,1,1,0,1,1,15,1,3,2,3
1124,1,0,,1.0,0,1,0,0,1,36,1,5,5,2
1128,1,0,,1.0,0,1,0,0,1,4,1,20,28,2
1130,1,0,1.0,1.0,0,1,0,1,0,40,1,0,2,1
1134,1,0,0.0,1.0,0,1,1,1,1,29,1,9,3,1
1135,1,1,,0.0,1,0,0,0,1,1,1,4,23,3
1136,1,0,1.0,0.0,0,0,1,0,1,33,1,3,3,3
1137,1,0,1.0,0.0,0,0,0,0,1,31,1,6,10,3
1141,1,1,1.0,0.0,1,0,0,0,0,2,1,8,2,4
1145,1,0,0.0,0.0,1,1,1,0,0,6,1,5,9,2
1149,1,1,1.0,1.0,0,1,1,0,0,5,1,5,5,2
1150,1,0,0.0,0.0,0,1,1,0,0,30,1,16,3,2
1151,1,1,0.0,,0,1,1,0,0,1,1,20,2,1
1152,1,0,0.0,0.0,1,1,1,0,1,4,1,16,5,1
1154,1,0,0.0,0.0,0,0,0,0,1,19,1,0,9,4
1156,1,1,0.0,0.0,0,1,1,0,1,8,1,11,8,2
1157,1,0,1.0,1.0,0,0,0,0,0,22,1,75,5,2
1159,1,0,0.0,1.0,0,1,0,1,0,28,1,5,20,3
1163,1,0,0.0,1.0,0,1,0,0,1,29,1,8,3,2
1164,1,1,0.0,0.0,1,1,1,1,1,2,1,4,5,2
1165,1,0,1.0,0.0,1,0,0,0,1,24,1,7,10,4
1166,1,0,0.0,0.0,0,0,0,1,1,31,1,11,3,3
1168,1,0,1.0,1.0,0,0,1,0,0,34,1,20,4,3
1173,1,0,1.0,1.0,0,1,0,1,0,17,1,4,2,2
1174,1,0,1.0,1.0,0,0,0,0,0,35,1,15,15,3
1177,1,1,0.0,1.0,0,1,0,1,1,13,1,0,4,3
1178,1,1,1.0,0.0,1,1,0,0,0,5,1,82,8,1
1179,1,1,0.0,0.0,1,1,1,1,1,3,1,10,15,1
1180,1,0,1.0,1.0,0,1,1,1,0,14,1,10,8,1
1182,1,0,0.0,1.0,0,1,1,0,1,27,1,10,3,2
1184,1,0,1.0,,0,1,0,0,0,17,1,15,3,1
1185,1,0,1.0,1.0,0,1,1,0,0,32,1,5,4,2
1186,1,0,1.0,1.0,0,0,1,0,0,32,1,22,7,4
1188,1,0,1.0,1.0,0,0,0,0,1,28,1,4,15,4
1191,1,0,0.0,1.0,1,0,0,1,1,1,1,3,20,3
1196,1,1,0.0,1.0,1,0,0,1,1,6,1,0,16,4
1197,1,1,1.0,0.0,1,0,0,0,0,4,1,4,10,3
1198,1,1,1.0,1.0,1,0,0,0,0,6,1,5,15,4
