,NEW_STATUS,F0119,T0186,S1628,AGE_T_x,S0287,T0178,T0080,EARNALL,T0356,T0329,T0330,T0332,T0333,T0336,T0155,T0157,T0182,T0184,T0159,T0165,T0174,TOTEXPER_x
768,1,1.0,0,,0,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,0,0,1,1,1,9
769,1,1.0,0,1.0,0,1.0,1.0,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,31
770,1,,0,1.0,0,0.0,0.0,0.0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,25
771,1,1.0,0,1.0,0,0.0,1.0,1.0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2
772,1,0.0,0,1.0,0,0.0,1.0,0.0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,37
773,1,1.0,0,0.0,0,0.0,1.0,0.0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,20
774,1,,0,1.0,1,0.0,,1.0,1,2,0,0,1,0,1,1,1,0,0,1,0,0,4
775,1,1.0,1,1.0,1,1.0,1.0,0.0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,14
776,1,1.0,0,1.0,1,0.0,,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,12
777,1,1.0,0,0.0,0,0.0,1.0,1.0,1,2,0,0,0,0,1,0,1,1,1,1,1,0,20
778,1,1.0,0,1.0,0,0.0,1.0,1.0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,20
779,1,1.0,0,0.0,1,0.0,1.0,0.0,1,2,1,0,0,0,1,1,1,0,1,1,1,1,4
780,1,1.0,0,,1,0.0,1.0,0.0,1,2,0,0,1,0,0,0,1,0,1,1,1,0,6
781,1,1.0,0,0.0,0,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,0,1,1,1,1,29
782,1,1.0,0,1.0,0,1.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,25
783,1,0.0,0,1.0,1,1.0,,0.0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,2
784,1,1.0,0,1.0,0,1.0,1.0,0.0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,16
785,1,0.0,0,0.0,0,0.0,,1.0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,32
786,1,,0,0.0,0,0.0,,0.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2
787,1,1.0,0,0.0,0,0.0,0.0,1.0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,32
788,1,1.0,0,0.0,0,0.0,1.0,0.0,0,2,1,1,1,1,1,1,1,0,0,0,1,0,30
789,1,1.0,0,1.0,1,0.0,,0.0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,18
790,1,1.0,0,1.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,2
791,1,1.0,1,0.0,0,0.0,1.0,1.0,0,2,0,0,0,1,1,1,1,0,1,1,1,0,30
792,1,1.0,0,1.0,0,0.0,1.0,1.0,1,2,0,0,0,0,1,1,1,0,1,1,1,1,20
793,1,1.0,0,0.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,32
794,1,,0,1.0,0,1.0,1.0,1.0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,12
795,1,0.0,0,1.0,0,1.0,1.0,0.0,1,2,1,1,1,0,0,1,1,0,1,0,1,1,16
796,1,1.0,0,1.0,0,1.0,1.0,1.0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,17
797,1,,0,,1,0.0,,0.0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,6
798,1,1.0,0,0.0,1,0.0,1.0,1.0,1,2,1,0,1,0,1,0,1,1,0,0,1,0,12
799,1,1.0,0,,1,0.0,1.0,0.0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,7
800,1,,1,1.0,1,,1.0,0.0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,5
801,1,1.0,1,1.0,0,0.0,1.0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,9
802,1,1.0,0,1.0,0,0.0,,1.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,23
803,1,1.0,0,0.0,1,0.0,1.0,1.0,1,2,0,0,0,0,1,1,1,1,1,1,1,0,4
804,1,0.0,0,1.0,1,,1.0,0.0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
805,1,,0,0.0,0,0.0,0.0,1.0,0,2,0,0,1,1,1,1,1,0,0,0,1,0,36
806,1,1.0,0,0.0,0,0.0,1.0,0.0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,14
807,1,1.0,0,1.0,0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,23
808,1,,0,1.0,1,1.0,1.0,1.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,11
809,1,0.0,0,1.0,1,0.0,,0.0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
810,1,0.0,0,1.0,0,1.0,0.0,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,27
811,1,1.0,0,1.0,0,0.0,1.0,1.0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,40
812,1,1.0,1,1.0,1,0.0,1.0,1.0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,11
813,1,0.0,1,,0,0.0,,0.0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,24
814,1,1.0,0,1.0,1,1.0,1.0,1.0,0,2,1,1,0,1,1,0,1,1,1,1,1,0,9
815,1,1.0,0,1.0,0,1.0,,0.0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,32
816,1,1.0,0,0.0,1,1.0,,1.0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1
817,1,0.0,0,1.0,1,0.0,1.0,0.0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2
818,1,0.0,0,1.0,0,1.0,1.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,21
819,1,1.0,0,1.0,0,1.0,,0.0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,29
820,1,1.0,0,1.0,0,0.0,1.0,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,26
821,1,1.0,0,0.0,0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,32
822,1,,0,1.0,1,0.0,1.0,1.0,1,2,1,1,1,1,1,1,1,0,0,1,1,1,8
823,1,0.0,0,1.0,0,0.0,1.0,0.0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,15
824,1,1.0,1,,1,1.0,0.0,0.0,1,2,0,0,0,0,0,1,1,0,0,0,1,1,6
825,1,0.0,0,1.0,0,,,1.0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,8
826,1,,0,1.0,0,,,0.0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,38
827,1,1.0,0,1.0,1,,1.0,0.0,1,2,0,0,1,1,0,0,1,0,0,1,1,0,10
828,1,0.0,1,1.0,1,0.0,,0.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,5
829,1,1.0,0,1.0,1,1.0,1.0,1.0,0,2,1,1,1,0,0,0,1,0,0,0,1,1,12
830,1,0.0,0,1.0,1,1.0,0.0,1.0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1
831,1,1.0,1,0.0,0,0.0,1.0,1.0,0,2,0,0,0,1,1,1,1,0,1,1,1,1,34
832,1,1.0,0,1.0,1,0.0,,0.0,1,2,0,0,0,0,1,0,1,0,1,1,1,0,5
833,1,1.0,0,1.0,1,0.0,1.0,0.0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,2
834,1,1.0,0,1.0,0,0.0,1.0,1.0,1,2,1,0,0,0,0,0,1,0,0,1,1,1,28
835,1,0.0,1,1.0,0,1.0,0.0,0.0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,11
836,1,,0,1.0,0,1.0,0.0,1.0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,6
837,1,1.0,1,,0,0.0,1.0,1.0,1,2,0,0,1,0,1,1,1,1,0,1,1,0,9
838,1,,0,1.0,0,0.0,,0.0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,32
839,1,0.0,0,1.0,1,1.0,0.0,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,4
840,1,1.0,0,0.0,0,1.0,,1.0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,30
841,1,0.0,0,,1,0.0,1.0,0.0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,12
842,1,1.0,0,0.0,0,0.0,0.0,0.0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,32
843,1,0.0,0,,0,1.0,,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,21
844,1,1.0,0,1.0,1,,1.0,0.0,1,2,1,1,1,1,0,1,1,1,0,0,1,0,4
845,1,1.0,0,1.0,1,1.0,,0.0,1,2,1,1,1,1,1,0,1,0,1,0,0,0,1
846,1,,0,0.0,1,0.0,,0.0,1,2,0,0,0,0,1,1,1,0,0,0,1,0,1
847,1,0.0,0,1.0,0,0.0,1.0,1.0,0,2,0,0,1,1,0,0,1,0,1,0,1,1,32
848,1,1.0,1,,1,,1.0,1.0,1,2,0,0,0,0,0,1,1,0,1,1,1,1,10
849,1,1.0,0,1.0,1,0.0,1.0,0.0,1,2,0,0,1,0,0,0,1,0,0,1,1,0,10
850,1,1.0,0,1.0,0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,24
851,1,,0,1.0,0,0.0,1.0,0.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,22
852,1,1.0,0,0.0,0,1.0,1.0,0.0,1,2,1,1,1,1,1,0,1,0,0,1,1,1,13
853,1,0.0,0,0.0,0,0.0,,1.0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,18
854,1,0.0,0,0.0,1,1.0,0.0,0.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,7
855,1,1.0,0,0.0,0,0.0,,1.0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,38
856,1,1.0,0,1.0,0,0.0,1.0,1.0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,25
857,1,,0,0.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,35
858,1,0.0,0,,0,1.0,1.0,1.0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,23
859,1,0.0,0,1.0,0,1.0,0.0,1.0,0,2,1,0,1,0,1,0,1,0,0,0,1,0,29
860,1,0.0,1,1.0,1,1.0,1.0,0.0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,2
861,1,0.0,1,0.0,1,0.0,1.0,1.0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,5
862,1,1.0,0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,6
863,1,1.0,0,1.0,0,0.0,1.0,1.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,34
864,1,,0,1.0,0,0.0,,0.0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,7
865,1,1.0,0,1.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,1,1,1,1,4
866,1,1.0,0,,1,1.0,1.0,0.0,1,2,1,1,1,0,0,0,1,0,1,1,1,0,4
867,1,,0,0.0,0,0.0,,1.0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,24
868,1,,0,1.0,1,1.0,,0.0,1,2,1,1,1,1,1,0,1,0,0,0,1,0,2
869,1,1.0,0,0.0,0,0.0,,0.0,0,2,0,0,1,0,0,0,1,0,0,1,1,1,30
870,1,1.0,0,0.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,30
871,1,1.0,1,1.0,1,0.0,,0.0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,8
872,1,0.0,0,0.0,0,1.0,1.0,1.0,0,2,1,0,0,0,1,0,1,0,1,1,1,0,44
873,1,1.0,0,,0,1.0,1.0,1.0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,13
874,1,1.0,0,1.0,0,,1.0,1.0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,34
875,1,1.0,0,1.0,1,1.0,1.0,0.0,1,2,1,1,0,0,0,1,1,0,0,1,0,1,3
876,1,,0,0.0,0,,1.0,0.0,1,2,0,0,0,0,0,1,1,0,0,0,1,1,8
877,1,1.0,0,1.0,0,1.0,1.0,0.0,1,2,0,1,0,0,0,0,1,0,1,1,1,1,31
878,1,1.0,0,0.0,1,0.0,1.0,1.0,1,2,1,1,1,1,1,1,1,0,1,1,1,0,9
879,1,1.0,0,1.0,0,0.0,1.0,1.0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,5
880,1,1.0,0,,0,0.0,1.0,1.0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,41
881,1,1.0,1,1.0,0,0.0,1.0,1.0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,29
882,1,0.0,0,1.0,0,0.0,,0.0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,28
883,1,1.0,0,1.0,0,,1.0,1.0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,37
884,1,0.0,1,1.0,1,1.0,0.0,1.0,0,2,1,1,1,0,0,0,1,0,0,1,1,0,7
885,1,0.0,0,1.0,0,0.0,1.0,0.0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,32
886,1,1.0,0,1.0,1,0.0,,0.0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,4
887,1,,0,1.0,1,0.0,1.0,1.0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,6
888,1,1.0,0,1.0,1,0.0,1.0,1.0,1,2,1,1,1,1,1,0,1,0,0,0,0,0,3
889,1,,0,1.0,0,1.0,1.0,0.0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,6
890,1,0.0,0,,0,1.0,1.0,1.0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,36
891,1,,0,1.0,1,0.0,0.0,0.0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,2
892,1,0.0,0,1.0,1,0.0,0.0,1.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,8
893,1,1.0,0,1.0,1,,1.0,1.0,0,2,1,1,1,0,0,1,1,0,0,1,1,1,9
894,1,0.0,0,0.0,1,0.0,,0.0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,6
895,1,0.0,0,1.0,1,0.0,1.0,0.0,0,2,1,1,0,1,0,1,1,0,0,1,1,0,10
896,1,0.0,1,0.0,0,0.0,1.0,1.0,1,2,0,0,1,0,1,1,1,0,0,1,0,0,15
897,1,0.0,0,,0,,1.0,1.0,0,2,0,0,1,0,0,1,1,0,1,1,1,1,19
898,1,1.0,0,1.0,0,,,0.0,1,2,1,1,0,0,0,1,1,0,1,0,0,0,31
899,1,1.0,1,0.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,28
900,1,,1,1.0,0,0.0,,0.0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,10
901,1,,0,0.0,0,0.0,1.0,1.0,0,2,0,0,0,1,1,0,1,0,0,1,1,0,21
902,1,0.0,0,0.0,0,,1.0,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,30
903,1,0.0,0,0.0,0,0.0,0.0,1.0,0,2,0,0,1,1,0,0,1,1,0,1,1,0,34
904,1,1.0,0,0.0,0,0.0,,1.0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,18
905,1,0.0,0,0.0,0,0.0,,1.0,0,2,0,0,1,1,1,1,1,0,0,0,1,0,30
906,1,1.0,0,,1,0.0,,0.0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,2
907,1,0.0,0,1.0,0,1.0,,0.0,1,2,0,0,0,0,1,0,1,0,1,0,1,0,1
908,1,0.0,0,1.0,1,1.0,1.0,0.0,1,2,1,0,1,0,1,0,1,0,1,1,1,1,3
909,1,0.0,0,1.0,0,1.0,,1.0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,18
910,1,0.0,0,1.0,1,1.0,1.0,0.0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,6
911,1,0.0,0,1.0,1,1.0,,,1,1,1,1,1,1,0,0,1,0,1,1,1,1,2
912,1,,0,1.0,1,0.0,,0.0,1,2,1,1,0,0,0,0,1,0,0,1,1,0,2
913,1,,0,1.0,1,1.0,,0.0,1,2,1,1,1,1,0,0,1,0,0,0,1,1,5
914,1,0.0,0,1.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,0,0,0,0,1
915,1,,0,1.0,0,0.0,1.0,1.0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,34
916,1,1.0,0,0.0,0,0.0,0.0,1.0,0,2,0,0,1,0,0,0,1,0,1,1,1,1,22
917,1,1.0,0,,0,1.0,1.0,1.0,0,2,1,1,1,0,0,1,1,0,0,1,1,1,26
918,1,0.0,0,0.0,1,0.0,,0.0,1,2,1,1,1,1,1,0,1,0,0,0,1,1,14
919,1,0.0,0,,0,1.0,1.0,1.0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,30
920,1,1.0,0,,0,0.0,,0.0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,33
921,1,1.0,0,0.0,0,1.0,1.0,1.0,0,2,1,0,1,0,0,0,1,0,0,1,1,0,36
922,1,0.0,0,0.0,0,1.0,1.0,0.0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1
923,1,0.0,0,,0,,1.0,1.0,0,2,0,0,0,0,0,0,1,1,1,1,0,1,38
924,1,1.0,0,,1,0.0,1.0,1.0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,4
925,1,1.0,0,0.0,1,0.0,1.0,1.0,1,2,1,1,1,1,1,1,1,0,1,1,1,1,4
926,1,1.0,0,0.0,0,0.0,1.0,1.0,0,2,0,0,1,0,1,0,1,0,0,0,1,1,21
927,1,0.0,1,1.0,0,1.0,1.0,0.0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,25
928,1,0.0,1,1.0,0,1.0,1.0,0.0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,22
929,1,0.0,0,1.0,0,,1.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,32
930,1,1.0,0,0.0,0,0.0,,0.0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,31
931,1,0.0,0,0.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,33
932,1,1.0,0,0.0,0,0.0,,1.0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,31
933,1,1.0,0,1.0,0,0.0,1.0,0.0,1,2,1,1,0,0,0,0,1,0,0,0,1,1,31
934,1,1.0,0,1.0,1,1.0,,1.0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,5
935,1,1.0,0,1.0,1,0.0,,1.0,1,2,0,0,1,0,1,1,1,0,0,0,1,1,4
936,1,1.0,0,1.0,0,0.0,1.0,1.0,0,2,1,1,1,0,1,0,1,0,0,1,1,0,30
937,1,1.0,0,0.0,0,0.0,1.0,0.0,0,2,1,1,1,0,0,0,1,0,0,1,0,0,36
938,1,,0,0.0,1,0.0,,0.0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,10
939,1,1.0,0,1.0,0,0.0,,1.0,1,2,1,1,1,1,1,0,1,0,1,0,1,0,11
940,1,1.0,0,1.0,0,0.0,1.0,1.0,1,2,0,0,0,0,0,1,1,0,0,1,1,1,30
941,1,,0,0.0,1,0.0,,1.0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,8
942,1,1.0,0,1.0,0,0.0,1.0,1.0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,40
943,1,,0,1.0,1,0.0,1.0,0.0,1,2,1,1,1,1,1,0,0,0,1,0,0,0,3
944,1,0.0,0,,1,1.0,0.0,0.0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4
945,1,,0,1.0,0,1.0,1.0,1.0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,31
946,1,,0,0.0,0,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,0,0,1,0,1,1
947,1,0.0,0,0.0,1,0.0,1.0,0.0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,2
948,1,0.0,0,1.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,0,1,0,1,0,1,0,10
949,1,0.0,0,1.0,0,1.0,,1.0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,29
950,1,0.0,0,1.0,0,0.0,1.0,0.0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,24
951,1,0.0,0,1.0,0,1.0,,0.0,1,2,0,0,0,0,0,0,1,1,1,1,1,0,18
952,1,0.0,0,1.0,0,1.0,,0.0,1,2,0,0,0,0,0,0,1,1,0,1,1,1,11
953,1,1.0,0,1.0,0,0.0,1.0,1.0,1,2,0,0,0,0,1,0,1,0,1,1,1,1,20
954,1,,1,0.0,1,1.0,1.0,1.0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,6
955,1,,0,1.0,1,0.0,,1.0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,14
956,1,1.0,0,1.0,0,0.0,,0.0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,35
957,1,1.0,0,1.0,0,,1.0,0.0,0,2,0,0,1,1,0,1,1,0,0,1,1,1,32
958,1,,0,1.0,1,0.0,,1.0,1,2,1,1,1,1,1,0,1,0,0,1,1,1,15
959,1,1.0,0,1.0,0,0.0,,1.0,0,2,0,0,1,0,1,0,1,1,1,0,1,1,21
960,1,0.0,0,1.0,0,0.0,,0.0,1,2,0,0,0,0,1,1,1,0,0,0,1,1,25
961,1,1.0,0,1.0,1,0.0,,0.0,1,2,0,0,1,0,1,0,1,0,1,1,1,1,2
962,1,0.0,0,1.0,1,0.0,,0.0,1,2,1,1,0,0,0,0,1,0,1,0,1,1,4
963,1,,0,1.0,1,0.0,1.0,1.0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,10
964,1,1.0,0,1.0,0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,36
965,1,0.0,0,,1,0.0,,1.0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,1
966,1,0.0,0,1.0,0,0.0,0.0,1.0,1,2,0,0,1,0,1,0,1,1,1,1,1,0,24
967,1,1.0,0,1.0,1,0.0,1.0,1.0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,8
968,1,,0,1.0,0,0.0,1.0,,1,2,0,0,1,1,0,0,1,0,0,1,1,1,14
969,1,0.0,0,1.0,0,0.0,0.0,1.0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,35
970,1,1.0,0,0.0,1,0.0,1.0,0.0,1,2,0,0,1,0,1,1,1,0,0,1,0,1,1
971,1,1.0,0,0.0,0,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,0,1,0,0,1,4
972,1,1.0,0,,0,0.0,1.0,0.0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,37
973,1,0.0,0,1.0,1,0.0,,1.0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,7
974,1,0.0,0,0.0,1,1.0,1.0,0.0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,2
975,1,1.0,0,1.0,0,1.0,0.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,27
976,1,1.0,0,,0,1.0,,1.0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,17
977,1,1.0,0,1.0,0,1.0,1.0,0.0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,27
978,1,0.0,0,1.0,1,0.0,1.0,1.0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,14
979,1,1.0,0,0.0,0,0.0,1.0,0.0,0,2,0,0,1,0,1,0,1,0,1,1,1,0,35
980,1,0.0,0,0.0,0,0.0,1.0,0.0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,4
981,1,1.0,0,1.0,1,0.0,1.0,,1,2,0,0,0,0,0,0,1,0,1,1,1,1,2
982,1,1.0,0,1.0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,34
983,1,,0,1.0,0,0.0,,1.0,1,2,1,0,1,1,0,0,1,0,0,1,1,0,23
984,1,0.0,0,0.0,0,0.0,1.0,1.0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,4
985,1,0.0,0,1.0,0,1.0,1.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
986,1,0.0,1,1.0,1,1.0,,1.0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,7
987,1,,0,,0,0.0,,0.0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,36
988,1,,0,1.0,0,0.0,,0.0,1,2,1,1,1,1,1,1,1,0,1,1,1,1,3
989,1,,0,,1,1.0,,1.0,1,2,1,1,1,1,0,0,1,1,1,1,1,0,2
990,1,1.0,1,1.0,0,0.0,,0.0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,31
991,1,1.0,0,1.0,0,0.0,1.0,1.0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,31
992,1,,0,,0,0.0,,0.0,0,2,0,0,0,0,1,0,1,1,1,1,1,0,31
993,1,,0,1.0,0,0.0,,0.0,1,2,1,1,1,1,1,1,1,0,0,1,1,0,15
994,1,0.0,1,1.0,0,0.0,1.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,43
995,1,0.0,0,1.0,1,1.0,1.0,0.0,1,2,1,1,1,1,1,1,1,0,0,0,1,1,7
996,1,1.0,0,0.0,0,0.0,,0.0,1,2,1,1,1,1,1,1,1,0,0,0,1,1,30
997,1,0.0,0,,1,0.0,1.0,1.0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,13
998,1,1.0,0,0.0,0,0.0,,0.0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1
999,1,0.0,0,0.0,0,1.0,1.0,1.0,1,2,1,1,0,0,0,0,1,0,0,0,1,1,31
1000,1,0.0,0,0.0,1,1.0,0.0,1.0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,7
1001,1,,0,0.0,0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,32
1002,1,,0,0.0,1,0.0,,0.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2
1003,1,1.0,0,1.0,0,0.0,1.0,1.0,1,2,0,1,0,1,0,1,1,0,0,1,1,1,20
1004,1,0.0,0,1.0,0,0.0,1.0,1.0,1,2,1,1,0,1,1,0,1,0,1,0,1,0,40
1005,1,0.0,0,,1,0.0,1.0,0.0,1,2,0,1,1,1,1,1,1,0,0,1,0,1,1
1006,1,1.0,0,1.0,0,0.0,,0.0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,20
1007,1,1.0,0,0.0,1,1.0,1.0,0.0,1,2,0,0,1,0,0,1,1,0,0,1,0,0,5
1008,1,0.0,0,1.0,0,1.0,,0.0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,34
1009,1,0.0,0,0.0,1,0.0,,0.0,1,2,0,0,1,0,1,1,1,0,0,1,1,0,6
1010,1,0.0,0,1.0,0,0.0,1.0,1.0,1,2,0,0,1,1,1,0,1,0,0,0,0,1,19
1011,1,,1,,1,1.0,,0.0,0,2,1,0,0,0,0,1,1,0,1,1,1,1,6
1012,1,,0,1.0,1,0.0,1.0,1.0,1,2,1,0,0,0,1,1,1,0,1,1,1,0,11
1013,1,0.0,1,1.0,1,0.0,1.0,1.0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,6
1014,1,1.0,0,0.0,0,0.0,1.0,0.0,1,2,0,0,0,0,1,1,1,1,1,0,1,0,31
1015,1,0.0,0,1.0,0,,0.0,0.0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,3
