,LEAVER,AGE,S0287,T0080,SALARY,T0329,T0333,T0159,T0165,EXPER,T0356,T0278,T0277,T0330
1505,1,1,1.0,0.0,0,1,0,0,1,5,1,0,4,3
1510,1,1,1.0,1.0,0,0,0,0,0,6,2,0,15,4
1513,1,1,0.0,0.0,1,1,1,0,0,6,2,20,5,2
1515,1,1,0.0,0.0,0,1,1,0,1,2,1,2,10,3
1526,1,1,1.0,1.0,0,1,1,1,1,4,1,8,20,1
1532,1,0,,0.0,1,0,0,1,1,4,2,0,0,4
1534,1,1,0.0,0.0,1,1,0,0,1,5,2,8,10,1
1538,1,1,1.0,0.0,1,0,0,1,1,3,1,3,5,4
1544,0,1,1.0,1.0,0,0,0,0,1,3,2,3,21,4
1545,0,1,1.0,1.0,0,1,0,1,0,4,2,0,18,2
1547,0,1,0.0,0.0,1,0,0,0,0,1,2,0,20,4
1548,0,1,0.0,0.0,1,1,0,1,1,2,2,2,2,1
1551,0,1,0.0,1.0,0,0,0,1,1,1,2,10,8,4
1552,0,1,0.0,1.0,1,0,0,1,1,3,2,1,8,4
1553,0,1,1.0,0.0,1,1,1,1,1,3,2,10,10,2
1556,0,1,1.0,1.0,1,0,1,0,1,2,2,3,15,3
1559,0,0,0.0,1.0,1,1,1,1,1,4,2,4,3,2
1561,0,1,0.0,0.0,1,0,1,1,1,2,1,0,8,3
1563,0,1,0.0,0.0,1,0,0,1,1,1,2,1,21,4
1564,0,1,0.0,0.0,1,0,1,0,1,4,1,14,2,3
1565,0,1,1.0,1.0,0,1,0,0,0,4,2,5,12,2
1567,0,1,1.0,1.0,1,0,0,1,0,1,2,3,10,4
1570,0,1,0.0,0.0,1,0,0,0,0,3,1,0,2,3
1571,0,1,0.0,0.0,1,0,1,1,0,6,2,0,1,4
1572,0,1,0.0,1.0,1,0,0,1,1,4,2,2,6,3
1574,0,1,0.0,0.0,1,0,0,0,1,1,2,3,5,4
1575,0,1,1.0,1.0,1,0,0,0,1,2,1,15,2,3
1576,0,1,0.0,0.0,1,0,0,0,1,3,2,0,2,4
1578,0,0,0.0,0.0,1,0,0,0,1,5,2,1,1,4
1579,0,1,0.0,0.0,1,0,0,1,1,2,2,3,3,4
1581,0,1,0.0,0.0,1,1,1,0,1,3,1,3,2,2
1585,0,0,0.0,0.0,1,0,0,1,1,1,2,2,10,4
1588,0,1,0.0,0.0,1,1,0,0,0,3,2,0,25,1
1589,0,1,1.0,1.0,1,0,0,1,1,4,2,4,14,4
1591,0,1,0.0,1.0,1,0,0,0,0,5,2,0,10,4
1595,0,1,0.0,0.0,1,0,0,0,1,1,2,15,4,3
1597,0,1,0.0,0.0,1,1,1,0,0,6,1,1,22,1
1599,0,1,1.0,0.0,1,0,0,0,1,1,2,3,10,3
1600,0,1,0.0,0.0,0,0,0,0,1,5,2,2,0,3
1602,0,1,0.0,0.0,1,1,1,1,0,2,1,6,3,1
1607,0,1,0.0,0.0,0,1,1,1,1,4,1,11,10,1
1608,0,1,0.0,0.0,1,0,0,0,0,4,2,7,0,4
1610,0,1,0.0,0.0,1,1,0,0,0,2,1,3,10,1
1611,0,1,0.0,0.0,1,1,0,0,0,1,2,2,0,3
1614,0,1,1.0,0.0,1,0,0,1,1,2,1,3,15,4
1616,0,0,1.0,0.0,1,0,0,1,1,2,1,0,10,4
1618,0,0,0.0,0.0,1,0,0,0,1,3,1,1,5,4
1620,0,0,0.0,0.0,1,0,0,1,1,1,2,1,2,4
1621,0,1,0.0,0.0,1,0,0,0,0,1,2,3,6,2
1626,0,1,0.0,0.0,1,0,0,0,1,2,2,1,8,4
1627,0,0,0.0,0.0,1,0,0,1,1,4,1,0,0,4
1630,0,0,0.0,1.0,1,0,0,1,1,5,2,0,7,4
1633,0,1,0.0,0.0,1,0,0,1,1,2,2,2,15,4
1634,0,1,0.0,0.0,1,1,0,1,0,1,2,3,5,3
1636,0,1,0.0,0.0,1,0,0,1,1,1,1,2,3,4
1638,0,1,1.0,1.0,0,1,0,0,0,4,2,3,4,2
1639,0,1,0.0,0.0,1,0,0,0,0,4,2,3,5,4
1642,0,1,0.0,0.0,0,0,0,1,1,3,2,5,15,4
1643,0,1,0.0,0.0,1,0,0,0,1,5,1,3,5,4
1646,0,1,0.0,0.0,1,1,0,0,0,2,1,2,2,3
1649,0,1,1.0,1.0,1,0,0,0,1,4,2,0,2,4
1655,0,1,0.0,0.0,1,0,0,0,0,1,2,2,4,4
1657,0,1,0.0,0.0,1,0,0,0,1,1,1,0,15,4
1660,0,1,1.0,0.0,1,0,0,0,0,6,2,17,17,3
1661,0,1,0.0,1.0,1,0,0,1,1,2,2,3,8,4
1662,0,1,0.0,1.0,1,0,0,1,1,6,2,3,8,3
1664,0,1,,0.0,1,1,0,0,0,1,2,5,30,2
1665,0,1,0.0,0.0,1,0,0,1,1,2,2,2,8,4
1666,0,0,0.0,0.0,1,1,1,1,1,2,1,1,2,1
1667,0,1,0.0,0.0,1,0,0,1,1,4,2,5,10,4
1668,0,1,0.0,,1,0,0,1,1,2,2,0,4,4
1669,0,1,0.0,1.0,1,1,1,0,0,1,2,6,2,1
1671,0,1,0.0,1.0,1,0,0,1,1,3,2,4,1,3
1675,0,1,1.0,0.0,0,1,1,0,0,3,1,4,10,2
1676,0,1,1.0,0.0,1,1,0,0,1,2,1,4,0,3
1678,0,1,0.0,0.0,1,0,0,1,1,1,2,10,15,3
1679,0,0,1.0,0.0,1,0,0,0,1,3,1,3,12,4
1682,0,0,0.0,0.0,1,0,0,1,1,5,2,4,5,3
1687,0,1,0.0,0.0,1,0,0,0,0,2,2,6,6,4
1690,0,1,1.0,0.0,0,0,0,1,1,1,2,2,2,4
1691,0,1,1.0,1.0,1,0,0,1,1,1,2,2,5,4
1693,0,1,0.0,0.0,1,0,0,1,0,2,2,10,10,4
1694,0,1,0.0,0.0,1,0,0,1,0,2,2,11,5,4
1695,0,1,0.0,0.0,1,1,1,1,1,2,2,2,12,1
1696,0,1,0.0,0.0,1,1,1,1,1,1,1,2,19,1
1698,0,1,0.0,1.0,0,0,0,0,1,1,2,5,0,4
1699,0,0,0.0,0.0,1,1,1,1,1,4,2,10,8,1
1701,0,1,0.0,0.0,1,0,0,1,1,4,2,4,10,4
1702,0,1,0.0,1.0,1,0,0,0,1,4,2,0,3,3
1703,0,0,0.0,0.0,1,0,1,0,1,3,1,4,7,3
1706,0,1,1.0,0.0,1,1,0,0,1,2,2,10,5,1
1709,0,1,0.0,0.0,1,0,1,1,1,1,2,25,7,4
1711,0,0,0.0,0.0,0,0,1,0,0,3,1,4,4,2
1714,0,0,,1.0,1,0,0,1,1,2,2,0,0,4
1715,0,1,0.0,0.0,1,1,0,1,0,4,1,5,5,2
1716,0,1,1.0,0.0,1,0,0,1,0,3,2,5,6,3
1717,0,1,0.0,1.0,1,1,0,0,1,3,2,1,2,2
1718,0,1,1.0,0.0,1,0,0,0,1,3,2,3,5,4
1719,0,1,0.0,0.0,1,0,0,0,1,1,2,10,4,4
1720,0,0,0.0,1.0,1,0,0,1,1,3,1,5,15,4
1723,0,0,1.0,0.0,0,0,0,1,0,2,1,2,12,4
1724,0,1,0.0,0.0,1,0,0,0,1,2,1,2,4,3
1727,0,1,0.0,0.0,1,0,0,0,1,1,2,2,0,3
1729,0,1,0.0,0.0,1,0,0,0,1,1,2,2,7,4
1731,0,1,0.0,0.0,1,1,0,0,1,2,1,0,5,2
1734,0,1,1.0,0.0,1,1,0,1,0,6,2,5,5,2
1735,0,1,0.0,0.0,1,0,1,0,1,1,2,10,15,1
1737,0,1,0.0,0.0,1,0,0,1,1,3,2,1,4,4
1739,0,1,0.0,0.0,1,0,0,1,1,1,1,2,15,4
1741,0,1,0.0,0.0,1,1,0,1,1,3,1,2,3,3
1742,0,1,0.0,1.0,1,0,1,0,1,6,2,2,10,3
1743,0,1,1.0,0.0,1,1,0,0,1,3,2,4,5,4
1744,0,1,1.0,1.0,1,0,0,0,0,3,2,10,10,4
1745,0,0,0.0,0.0,1,1,0,1,1,2,2,2,12,2
1746,0,1,0.0,0.0,1,0,0,0,0,3,2,4,8,4
1747,0,1,1.0,0.0,1,0,0,1,0,1,1,4,3,3
1750,0,1,1.0,1.0,0,0,0,0,1,1,1,2,15,3
1752,0,1,0.0,0.0,1,0,0,1,0,3,1,2,6,4
1756,0,1,1.0,0.0,1,1,1,0,1,1,2,0,13,1
1757,0,1,1.0,0.0,1,1,0,0,1,1,2,0,10,2
1758,0,1,1.0,1.0,1,0,0,0,1,6,2,2,3,4
1761,0,1,0.0,0.0,1,0,0,0,1,1,2,3,15,4
1764,0,1,0.0,0.0,1,0,0,1,1,2,2,2,10,4
1765,0,1,0.0,0.0,1,0,0,1,0,1,1,5,2,4
1767,0,1,0.0,0.0,1,0,0,1,1,6,2,1,4,4
1769,0,1,0.0,0.0,1,0,0,1,1,6,2,0,2,4
1770,0,1,0.0,0.0,1,0,0,1,1,2,2,0,3,3
1773,0,1,0.0,0.0,1,0,0,1,1,2,2,3,1,4
1774,0,1,0.0,0.0,1,1,0,0,1,2,2,0,5,3
1775,0,1,0.0,0.0,1,0,0,1,0,4,1,3,10,3
1777,0,1,0.0,0.0,0,1,0,1,1,2,2,0,10,1
1778,0,1,1.0,0.0,1,0,0,0,0,1,2,0,20,3
1780,0,1,1.0,0.0,1,0,0,1,1,2,2,3,14,4
1781,0,1,0.0,0.0,1,0,0,0,0,6,2,5,2,2
1782,0,1,0.0,0.0,1,1,0,1,1,2,2,0,10,2
1783,0,1,0.0,0.0,1,0,0,0,1,1,2,4,5,4
1786,0,1,0.0,0.0,1,0,0,1,1,2,2,8,12,4
1787,0,1,0.0,0.0,1,1,0,0,0,1,2,0,4,2
1789,0,1,0.0,0.0,1,1,1,0,1,3,2,0,5,1
1791,0,1,0.0,0.0,1,0,0,0,0,1,2,0,0,4
1792,0,1,0.0,1.0,1,0,0,1,1,4,2,3,10,4
1795,0,1,1.0,0.0,1,0,0,0,0,3,2,15,3,4
1796,0,1,1.0,0.0,1,0,1,1,1,2,2,3,15,3
1798,0,1,1.0,1.0,1,0,0,1,0,5,1,1,10,3
1803,0,1,0.0,1.0,1,1,1,1,1,2,2,6,10,2
1804,0,1,0.0,0.0,1,1,1,0,0,5,1,1,0,2
1805,0,0,1.0,1.0,1,0,0,1,1,1,2,1,10,4
1806,0,1,,0.0,0,1,0,0,0,3,2,5,8,1
1809,0,1,0.0,0.0,1,0,0,0,1,2,2,0,10,4
1810,0,1,0.0,0.0,1,0,0,1,1,4,2,10,10,4
1811,0,1,0.0,0.0,1,0,0,1,0,1,2,3,10,4
1812,0,1,0.0,0.0,1,0,0,0,0,1,1,2,10,3
1814,0,1,0.0,0.0,1,0,0,0,0,1,2,0,4,4
1817,0,1,0.0,0.0,1,1,0,0,0,3,2,0,20,4
1818,0,1,1.0,1.0,0,0,0,0,1,1,2,15,25,3
1819,0,1,0.0,0.0,1,0,0,0,0,1,2,8,4,4
1820,0,0,1.0,1.0,0,0,0,0,1,4,1,2,12,4
1822,0,1,0.0,0.0,1,0,0,1,0,6,1,2,4,3
1824,0,1,0.0,0.0,1,0,0,0,1,3,2,20,1,4
1825,0,1,0.0,0.0,1,0,0,0,1,6,2,2,5,4
1826,0,1,1.0,0.0,1,1,1,1,1,3,2,5,6,2
1827,0,1,0.0,0.0,1,1,0,0,1,4,2,0,5,1
1829,0,1,0.0,0.0,1,0,0,0,1,1,2,2,3,4
1831,0,1,0.0,0.0,1,0,0,0,0,1,2,0,8,4
1833,0,1,1.0,1.0,1,0,0,1,1,4,2,2,10,4
1836,0,1,1.0,0.0,1,0,0,1,1,3,2,3,3,4
1838,0,1,0.0,0.0,1,0,0,0,0,1,2,25,10,3
1839,0,1,0.0,0.0,1,0,0,1,1,4,1,0,2,3
1842,0,1,1.0,0.0,1,0,0,0,0,1,2,3,6,4
1845,0,1,0.0,0.0,1,0,0,0,1,3,2,1,6,4
1846,0,1,0.0,0.0,1,0,0,1,1,1,2,5,2,4
1847,0,0,0.0,0.0,1,0,0,0,0,1,1,4,30,3
1848,0,1,1.0,1.0,0,0,0,1,0,1,2,0,6,3
1852,0,1,1.0,1.0,1,1,0,1,1,2,2,6,4,2
1855,0,0,0.0,1.0,0,0,0,0,0,1,2,5,4,3
1862,0,0,0.0,0.0,1,1,1,0,1,1,1,4,4,2
1864,0,1,0.0,0.0,1,1,0,0,1,1,2,6,2,1
1866,0,0,0.0,0.0,1,0,0,1,1,3,2,2,6,4
1867,0,1,0.0,0.0,0,0,0,1,1,3,1,2,10,4
1868,0,1,0.0,0.0,1,0,0,1,0,2,2,0,5,4
1869,0,1,0.0,0.0,1,0,0,1,1,2,2,0,18,4
1870,0,0,0.0,1.0,1,0,0,0,1,1,2,1,10,4
1873,0,1,0.0,0.0,0,0,1,0,1,1,2,5,4,3
1877,0,1,0.0,1.0,1,1,0,0,0,6,2,3,2,2
1879,0,0,0.0,1.0,0,0,0,1,1,1,1,0,4,4
1881,0,0,0.0,0.0,1,0,0,1,1,6,2,8,3,4
1883,0,0,0.0,0.0,1,0,0,1,1,3,2,0,5,4
1885,0,1,1.0,0.0,1,0,1,0,0,2,2,10,8,3
1886,0,1,1.0,0.0,1,0,0,0,1,6,1,10,1,4
1889,0,0,0.0,0.0,1,0,0,0,1,5,2,2,8,4
1890,0,1,1.0,0.0,1,0,0,1,0,3,1,8,2,3
1891,0,1,1.0,1.0,1,1,1,0,1,6,1,5,5,1
1893,0,0,0.0,0.0,1,1,0,1,0,2,2,0,5,2
1894,0,1,1.0,0.0,1,0,0,1,0,3,2,0,3,4
1895,0,1,1.0,0.0,1,0,0,1,1,5,2,2,15,4
1896,0,1,0.0,0.0,1,0,0,0,0,1,2,4,10,3
1897,0,1,1.0,0.0,1,0,0,0,0,2,1,10,6,2
1898,0,1,1.0,0.0,1,0,0,1,0,3,2,3,30,4
1899,0,1,0.0,0.0,1,0,0,1,1,2,1,2,3,4
1901,0,1,0.0,0.0,1,0,1,0,1,1,1,0,10,3
1903,0,1,0.0,0.0,1,0,0,1,1,3,2,3,7,4
1905,0,1,1.0,0.0,1,0,0,0,0,1,2,2,6,2
1907,0,1,,0.0,1,1,0,1,1,1,2,5,10,2
1909,0,1,0.0,0.0,1,0,0,1,1,4,2,0,5,4
1910,0,1,1.0,0.0,1,0,0,0,1,6,2,2,4,4
1911,0,1,1.0,0.0,1,0,0,1,1,3,1,1,4,3
1912,0,1,0.0,0.0,1,0,0,1,1,6,2,2,1,4
1913,0,1,0.0,0.0,1,0,0,1,0,1,2,2,8,4
1917,0,1,0.0,0.0,1,0,0,0,0,2,1,1,8,4
1919,0,1,1.0,0.0,1,0,0,0,1,3,2,7,12,2
1920,0,1,1.0,0.0,1,1,0,1,1,2,2,3,10,1
1922,0,0,1.0,0.0,1,0,0,1,1,5,2,2,2,4
1924,0,1,0.0,0.0,1,1,1,1,1,3,1,15,5,1
1925,0,1,1.0,0.0,1,0,0,1,1,1,2,0,5,4
1927,0,1,0.0,0.0,1,0,1,0,0,2,2,2,0,2
1928,0,0,0.0,0.0,1,0,0,0,1,6,2,9,15,4
1929,0,1,1.0,0.0,1,0,0,1,0,3,1,9,8,2
1931,0,1,1.0,0.0,0,0,0,0,1,2,2,3,10,3
1936,0,1,0.0,0.0,1,0,0,1,0,2,2,4,7,4
1937,0,1,0.0,0.0,1,0,0,1,1,1,2,8,7,4
1938,0,1,0.0,0.0,0,0,0,1,1,1,2,0,8,4
1939,0,1,0.0,0.0,1,1,1,1,1,4,1,4,3,1
1942,0,1,1.0,0.0,1,0,0,0,0,3,2,3,6,4
1943,0,0,0.0,0.0,1,0,0,0,1,4,2,1,2,4
1944,0,1,0.0,0.0,1,0,0,1,0,2,1,7,2,4
1947,0,0,0.0,0.0,1,0,0,0,1,2,2,0,25,4
1950,0,1,0.0,0.0,1,0,0,0,1,1,2,4,30,4
1955,0,1,0.0,1.0,1,0,0,1,1,2,2,10,2,3
1956,0,1,0.0,0.0,1,0,0,0,1,1,2,3,10,4
1958,0,1,0.0,0.0,1,0,1,0,1,2,1,2,6,3
1959,0,1,0.0,0.0,1,0,0,1,1,2,2,2,10,4
1960,0,0,0.0,0.0,1,0,0,0,0,2,2,0,10,4
1962,0,1,0.0,0.0,1,0,0,1,1,5,2,10,20,4
1963,0,1,0.0,0.0,1,0,0,0,1,1,2,5,15,4
1964,0,1,,0.0,1,0,0,1,0,2,2,0,10,4
1966,0,1,1.0,0.0,1,0,0,0,1,1,2,1,7,4
1967,0,1,1.0,1.0,1,0,0,1,0,2,2,0,2,4
1968,0,0,,1.0,1,0,0,0,1,3,2,7,5,4
1969,0,1,0.0,0.0,1,1,0,1,1,1,2,5,12,2
1971,0,1,1.0,0.0,1,1,0,0,1,5,2,1,10,1
1975,0,1,0.0,1.0,1,0,0,1,1,4,2,0,4,4
1976,0,1,0.0,0.0,1,0,0,1,0,1,2,1,9,4
1979,0,1,1.0,0.0,1,0,0,0,1,2,2,1,12,4
1980,0,1,0.0,0.0,1,0,0,1,0,3,1,5,20,4
1981,0,1,0.0,1.0,1,1,1,1,0,3,1,5,6,2
1985,0,1,0.0,1.0,1,0,0,1,1,3,2,4,20,4
1986,0,1,0.0,0.0,1,0,0,0,0,4,2,4,10,4
1987,0,1,1.0,0.0,1,0,0,0,0,3,2,5,5,3
1989,0,1,1.0,0.0,1,0,0,1,1,1,2,0,6,4
1990,0,1,,0.0,1,0,0,1,1,1,2,0,2,4
1994,0,1,,1.0,1,1,0,1,1,3,2,15,25,2
1996,0,1,,1.0,1,0,0,1,1,6,2,7,2,4
1997,0,1,1.0,0.0,1,0,0,1,0,5,2,4,5,3
1998,0,1,0.0,0.0,1,0,1,1,0,4,2,0,1,4
2002,0,0,1.0,0.0,1,1,0,0,1,4,1,10,6,3
2003,0,1,0.0,0.0,1,1,1,0,0,1,2,1,2,1
2005,0,1,0.0,0.0,1,0,0,1,0,1,1,0,12,4
2007,0,1,0.0,0.0,1,0,1,1,1,1,1,5,16,4
2010,0,1,1.0,0.0,1,1,0,0,0,2,1,0,10,2
2011,0,1,1.0,0.0,1,0,1,1,1,6,2,2,10,3
2012,0,1,0.0,0.0,1,0,0,1,0,1,1,4,3,4
2015,0,1,0.0,0.0,1,0,0,0,1,3,2,1,12,4
2016,0,1,1.0,0.0,1,0,0,1,1,5,2,0,7,4
2017,0,1,0.0,0.0,1,0,0,1,1,1,2,2,5,4
2020,0,1,0.0,1.0,1,0,0,1,1,3,2,2,6,3
2021,0,1,0.0,1.0,1,0,0,0,0,3,1,6,0,4
2024,0,1,0.0,0.0,1,0,0,1,1,2,2,2,25,4
2027,0,1,1.0,0.0,1,0,0,0,0,1,1,2,1,3
2028,0,1,1.0,1.0,1,1,1,1,0,1,1,3,10,2
2029,0,1,,0.0,1,0,0,1,1,3,2,0,2,3
2030,0,1,1.0,1.0,1,0,1,0,1,1,1,5,2,4
2034,0,1,0.0,0.0,1,0,1,0,0,4,2,8,0,3
2035,0,1,0.0,0.0,1,1,1,0,1,1,2,2,4,3
2038,0,1,0.0,0.0,1,0,0,0,1,1,2,3,6,4
2039,0,1,0.0,1.0,1,0,0,0,1,4,2,4,15,4
2040,0,0,0.0,0.0,1,0,0,1,1,5,2,0,8,4
2041,0,1,0.0,1.0,1,0,0,1,1,1,1,1,10,4
2042,0,1,0.0,,1,0,0,0,1,3,1,5,6,4
2043,0,1,1.0,0.0,1,0,1,0,1,2,2,15,5,3
2045,0,1,0.0,0.0,1,0,0,1,1,3,2,5,6,4
2046,0,1,,0.0,1,0,0,1,1,1,2,6,2,4
2049,0,1,0.0,0.0,1,0,0,1,0,5,2,5,11,4
2051,0,0,0.0,0.0,1,0,0,0,0,6,2,2,38,4
2053,0,1,1.0,1.0,1,0,0,1,1,6,1,2,5,3
2054,0,1,0.0,0.0,0,0,0,1,1,1,1,2,5,4
2056,0,0,1.0,0.0,1,1,1,0,1,2,1,6,10,2
2057,0,0,1.0,1.0,0,1,0,0,1,5,1,10,7,1
2059,0,1,0.0,0.0,1,1,1,0,1,3,1,5,0,1
2060,0,1,1.0,0.0,1,1,0,1,1,1,2,4,6,4
2061,0,1,1.0,0.0,0,0,1,0,1,1,1,0,15,3
2063,0,1,0.0,0.0,1,0,0,1,1,3,2,5,7,4
2067,0,1,0.0,1.0,0,0,0,1,0,3,2,3,9,4
2069,0,0,0.0,1.0,1,0,1,1,0,5,2,4,7,4
2071,0,1,1.0,0.0,1,0,0,1,1,2,2,6,12,4
2072,0,1,0.0,0.0,1,0,0,0,1,1,2,5,5,3
2073,0,1,1.0,0.0,0,1,1,0,1,2,1,2,5,1
2076,0,1,0.0,0.0,1,1,1,1,0,1,2,3,12,2
2078,0,1,1.0,0.0,1,0,0,0,0,2,1,0,2,4
2079,0,1,0.0,0.0,1,1,1,1,1,6,2,8,1,2
2080,0,0,0.0,0.0,1,1,1,1,1,1,1,5,16,2
2081,0,1,1.0,0.0,1,0,0,0,1,2,2,8,10,3
2084,0,1,1.0,0.0,1,0,0,1,1,1,2,2,5,3
2086,0,0,0.0,1.0,1,0,0,0,1,5,2,1,30,4
2090,0,0,0.0,1.0,1,0,0,1,1,4,1,0,4,4
2091,0,1,1.0,0.0,1,1,1,1,1,2,1,30,20,2
2092,0,1,0.0,0.0,1,0,0,0,1,6,2,3,6,4
2093,0,1,0.0,0.0,1,0,0,0,1,2,2,2,2,4
2095,0,1,0.0,0.0,1,0,0,0,1,5,2,2,4,4
2098,0,1,1.0,,0,1,0,1,1,2,1,5,3,2
2099,0,1,0.0,0.0,1,0,0,1,0,2,2,10,15,4
2100,0,0,0.0,1.0,1,1,0,0,1,2,2,4,8,1
2101,0,0,0.0,0.0,1,0,0,1,1,2,1,0,0,4
2105,0,1,,0.0,1,0,1,0,1,5,2,5,6,3
2108,0,1,0.0,0.0,1,0,0,1,1,2,2,1,5,4
2110,0,1,0.0,0.0,1,1,1,1,1,4,2,7,8,3
2111,0,1,0.0,1.0,1,0,0,0,1,1,1,15,8,3
2113,0,1,0.0,0.0,1,0,0,0,0,3,2,5,5,4
2114,0,1,0.0,0.0,1,0,0,1,1,3,2,8,6,4
2115,0,1,0.0,0.0,1,0,0,1,0,4,2,15,10,4
2118,0,1,0.0,0.0,1,0,0,0,0,2,2,2,15,4
2119,0,0,0.0,1.0,1,0,0,0,1,2,2,8,10,4
2120,0,0,0.0,0.0,1,0,0,0,1,2,2,0,12,4
2123,0,1,0.0,1.0,1,0,0,1,1,1,2,0,6,4
2124,0,1,0.0,0.0,1,0,0,1,1,3,1,0,3,4
2126,0,1,1.0,1.0,1,0,0,0,1,2,2,0,0,4
2127,0,0,0.0,0.0,0,1,1,0,1,4,1,8,4,2
2130,0,1,0.0,0.0,1,0,0,0,0,2,2,5,12,4
2133,0,0,0.0,0.0,1,0,0,0,0,3,2,2,17,4
2136,0,0,0.0,0.0,1,0,0,1,0,3,2,2,25,3
2137,0,1,1.0,0.0,1,1,1,0,0,3,2,5,5,1
2142,0,1,1.0,0.0,1,1,0,0,1,2,1,0,25,1
2143,0,1,1.0,0.0,1,1,0,1,1,4,1,3,8,1
2145,0,0,0.0,1.0,0,0,0,0,1,1,1,2,3,3
2146,0,1,0.0,0.0,1,0,0,1,0,2,2,3,12,4
2148,0,0,0.0,0.0,1,0,0,0,0,5,2,5,5,4
2150,0,1,0.0,0.0,1,0,0,0,0,2,2,0,2,4
2154,0,1,0.0,0.0,1,0,1,1,1,1,1,20,20,3
2156,0,0,0.0,0.0,1,0,0,0,1,5,1,0,15,4
2157,0,0,0.0,0.0,1,0,0,1,1,1,2,1,18,3
2159,0,1,,0.0,1,0,0,0,1,1,2,3,7,4
2160,0,1,0.0,0.0,1,0,1,1,0,5,2,4,4,3
2161,0,1,0.0,0.0,1,0,0,0,1,1,2,3,12,4
2162,0,1,1.0,0.0,1,0,0,1,1,1,1,10,4,3
2163,0,1,0.0,0.0,1,0,0,0,1,5,2,1,20,4
2164,0,1,0.0,0.0,1,0,0,1,1,2,2,2,15,4
2170,0,1,0.0,1.0,1,0,0,0,0,4,1,5,10,4
2176,0,1,0.0,1.0,1,0,0,0,0,4,2,20,8,3
2179,0,1,0.0,0.0,1,1,0,1,1,1,2,2,3,2
2181,0,1,0.0,0.0,1,0,0,0,0,4,2,0,15,4
2182,0,1,0.0,0.0,1,0,0,0,0,4,2,1,6,4
2184,0,1,1.0,0.0,0,1,1,1,0,4,1,5,6,2
2186,0,1,,0.0,1,1,0,0,0,2,1,7,10,2
2188,0,1,0.0,1.0,1,0,0,1,1,1,2,3,10,4
2190,0,0,0.0,0.0,1,0,0,0,0,1,2,2,15,4
2191,0,1,1.0,0.0,1,0,0,0,1,2,2,5,1,3
2193,0,1,1.0,1.0,1,0,0,0,1,3,2,5,5,3
2194,0,1,0.0,0.0,1,0,0,0,1,2,2,2,15,4
2195,0,1,0.0,0.0,1,0,0,1,1,3,2,0,8,4
2197,0,1,0.0,0.0,1,0,0,1,1,2,2,5,35,4
2198,0,1,1.0,0.0,1,0,0,1,1,1,2,0,6,4
2200,0,1,0.0,0.0,1,0,0,0,0,3,1,1,15,4
2203,0,0,0.0,0.0,0,0,0,0,1,1,2,2,22,4
2205,0,1,0.0,0.0,1,0,0,1,1,1,2,10,3,3
2206,0,1,0.0,1.0,1,0,0,1,1,5,2,2,5,4
2209,0,1,0.0,0.0,1,0,1,1,1,5,1,10,12,3
2210,0,0,,0.0,1,0,1,0,1,4,2,30,27,3
2211,0,1,1.0,0.0,1,1,0,0,0,1,1,15,10,2
2216,0,1,0.0,0.0,1,0,0,1,1,2,2,3,10,4
2219,0,1,0.0,0.0,1,0,0,1,1,2,2,2,17,4
2222,0,0,1.0,0.0,1,0,1,1,1,2,2,0,15,3
2225,0,1,1.0,1.0,1,0,0,1,1,2,1,0,8,4
2227,0,1,0.0,1.0,1,0,0,0,0,4,2,1,25,4
2228,0,1,0.0,0.0,1,0,0,0,0,3,2,1,10,4
2229,0,1,0.0,0.0,1,0,0,0,0,2,1,0,4,4
2232,0,1,1.0,0.0,1,0,0,1,1,3,2,0,8,4
2237,0,1,0.0,0.0,1,1,1,0,0,3,2,5,10,1
2238,0,1,0.0,0.0,1,1,1,0,0,5,1,0,6,2
2239,0,1,1.0,0.0,1,0,0,0,1,2,2,2,4,4
2242,0,1,0.0,0.0,1,0,0,1,1,1,2,10,2,3
2243,0,0,0.0,0.0,1,1,1,0,1,2,1,0,0,2
2244,0,1,1.0,0.0,1,0,0,1,1,3,2,2,10,3
2246,0,1,1.0,0.0,1,1,1,1,1,1,2,1,15,2
2247,0,1,0.0,0.0,1,0,0,0,1,1,2,2,6,4
2249,0,1,0.0,0.0,1,0,0,1,1,2,2,2,14,4
2250,0,0,1.0,1.0,1,0,0,1,1,5,1,0,4,3
2251,0,1,1.0,0.0,1,0,0,1,1,1,2,7,22,4
2252,0,0,0.0,0.0,1,0,0,1,1,4,2,3,4,4
2253,0,0,1.0,,0,0,0,1,1,4,1,1,5,3
2254,0,1,1.0,0.0,1,1,1,0,0,1,1,1,14,1
2257,0,1,0.0,0.0,1,1,1,0,1,4,1,0,5,2
2258,0,1,1.0,0.0,0,0,0,0,1,5,2,10,1,4
2260,0,1,0.0,1.0,0,0,0,1,1,6,2,14,2,3
2263,0,1,1.0,0.0,1,0,0,0,0,2,1,8,8,3
2266,0,1,1.0,0.0,1,1,0,0,1,3,2,20,2,3
2267,0,1,0.0,0.0,1,0,0,1,0,2,2,5,0,4
2268,0,0,0.0,0.0,1,1,1,0,1,3,2,40,40,2
2270,0,1,,0.0,0,0,0,1,1,3,2,0,5,4
2274,0,1,0.0,0.0,1,0,0,0,1,1,1,0,1,3
2275,0,1,0.0,0.0,0,0,0,1,1,1,2,3,15,4
2278,0,1,1.0,0.0,1,0,0,1,1,3,1,5,5,3
